phase,scenario_id,condition_index,repeat,policy,pack,movement_tokens,mean_destination_load,deadline_s,requested_shed_w,attainment_s,attained_by_deadline
deadline-blind,6871e452cdb850ee,1,0,queue_haul_deadline_blind,4x16k,65536,0.5,30,49.485305963499734,6.327551211,True
deadline-blind,bb0ea50153ef05f1,2,0,queue_haul_deadline_blind,4x16k,65536,0.85,30,49.485305963499734,6.544280947,True
deadline-blind,aeac7594541b8295,3,0,queue_haul_deadline_blind,4x16k,65536,0.9,30,49.485305963499734,8.881051072,True
deadline-blind,fb1b8a67e0916927,4,0,queue_haul_deadline_blind,4x16k,65536,0.95,30,49.485305963499734,7.217790175,True
deadline-blind,abd020a0f4ec1911,5,0,queue_haul_deadline_blind,8x16k,131072,0.0,30,49.48530596349974,9.313238395,True
deadline-blind,41588f88135943ba,6,0,queue_haul_deadline_blind,8x16k,131072,0.5,30,49.48530596349974,13.808022485,True
deadline-blind,3dcd905aad55042d,7,0,queue_haul_deadline_blind,8x16k,131072,0.85,30,49.48530596349974,9.436770262,True
deadline-blind,c8b7428ebbc001bf,8,0,queue_haul_deadline_blind,8x16k,131072,0.9,30,49.48530596349974,9.865815114,True
deadline-blind,2af24a3d0444b9de,9,0,queue_haul_deadline_blind,8x16k,131072,0.95,30,49.48530596349974,14.569739719,True
deadline-blind,71a5a320c2acdbf5,10,0,queue_haul_deadline_blind,16x16k,262144,0.0,30,49.48530596349974,15.376521556,True
deadline-blind,144e239547f1f7f4,11,0,queue_haul_deadline_blind,16x16k,262144,0.5,30,49.48530596349974,15.720945092,True
deadline-blind,504b0dea122c8cfd,12,0,queue_haul_deadline_blind,16x16k,262144,0.85,30,49.48530596349974,18.71773023,True
deadline-blind,e502241dcafc99cc,13,0,queue_haul_deadline_blind,16x16k,262144,0.9,30,49.48530596349974,18.888714,True
deadline-blind,7cc1816b1eff11ba,14,0,queue_haul_deadline_blind,16x16k,262144,0.95,30,49.48530596349974,15.704541955,True
deadline-blind,4616f24e7d55bb71,15,0,queue_haul_deadline_blind,8x8k,65536,0.0,30,49.48530596349974,6.004825988,True
deadline-blind,3f820eb09a7e7d28,16,0,queue_haul_deadline_blind,8x8k,65536,0.5,30,49.48530596349974,5.362915694,True
deadline-blind,e5c56187a3a974ac,17,0,queue_haul_deadline_blind,8x8k,65536,0.85,30,49.48530596349974,5.286098894,True
deadline-blind,7dcf7b59c0ef603a,18,0,queue_haul_deadline_blind,8x8k,65536,0.9,30,49.48530596349974,6.16476334,True
deadline-blind,b5938c72f62f3f77,19,0,queue_haul_deadline_blind,8x8k,65536,0.95,30,49.48530596349974,5.697795124,True
deadline-blind,db231df0a301bdbe,20,0,queue_haul_deadline_blind,8x24k,196608,0.0,30,49.48530596349974,13.866066388,True
deadline-blind,51433243c8d9c017,21,0,queue_haul_deadline_blind,8x24k,196608,0.5,30,49.48530596349974,14.743200778,True
deadline-blind,e759424c0304f6b7,22,0,queue_haul_deadline_blind,8x24k,196608,0.85,30,49.48530596349974,14.621648975,True
deadline-blind,3d580eb004048d9f,23,0,queue_haul_deadline_blind,8x24k,196608,0.9,30,49.48530596349974,14.345274972,True
deadline-blind,9141280f76d94282,24,0,queue_haul_deadline_blind,8x24k,196608,0.95,30,49.48530596349974,14.060146413,True
deadline-blind,4a28a2f967a0db25,25,0,queue_haul_deadline_blind,8x31k,251904,0.0,30,49.48530596349974,16.98623642,True
deadline-blind,1ba78b3bbb6e71d0,26,0,queue_haul_deadline_blind,8x31k,251904,0.5,30,49.48530596349974,16.267592138,True
deadline-blind,6821139f2b02f64e,27,0,queue_haul_deadline_blind,8x31k,251904,0.85,30,49.48530596349974,18.14729666,True
deadline-blind,abe2faa8a7b17627,28,0,queue_haul_deadline_blind,8x31k,251904,0.9,30,49.48530596349974,15.381107183,True
deadline-blind,03b20be5cd821532,29,0,queue_haul_deadline_blind,8x31k,251904,0.95,30,49.48530596349974,16.20772479,True
deadline-blind,515a147898b29772,30,0,queue_haul_deadline_blind,8x16k,131072,0.5,30,49.48530596349974,9.956433061,True
deadline-blind,6530b7248300df54,31,0,queue_haul_deadline_blind,8x16k,131072,0.675,30,49.48530596349974,10.1518975,True
deadline-blind,0ce95fd7b5353ce1,32,0,queue_haul_deadline_blind,8x16k,131072,0.7,30,49.48530596349974,9.810464938,True
deadline-blind,84b7dad191c16852,33,0,queue_haul_deadline_blind,8x16k,131072,0.725,30,49.48530596349974,9.847515725,True
deadline-blind,7c4dc43171a0be32,34,0,queue_haul_deadline_blind,8x16k,131072,0.675,30,49.48530596349974,10.325559883,True
deadline-blind,e7ad20ef61f6b458,35,0,queue_haul_deadline_blind,8x16k,131072,0.7,30,49.48530596349974,10.041726737,True
deadline-blind,84301175ef9beab1,36,0,queue_haul_deadline_blind,8x16k,131072,0.725,30,49.48530596349974,9.813448276,True
deadline-blind,c1fee1f6437c9813,37,0,queue_haul_deadline_blind,8x16k,131072,0.875,30,49.48530596349974,9.742860685,True
deadline-blind,b031acad05d40a1c,37,1,queue_haul_deadline_blind,8x16k,131072,0.875,30,49.48530596349974,9.599524229,True
deadline-blind,63bc937e40e7ac80,37,2,queue_haul_deadline_blind,8x16k,131072,0.875,30,49.48530596349974,10.120930551,True
deadline-blind,6ecd385f68344aa9,38,0,queue_haul_deadline_blind,8x16k,131072,0.925,30,49.48530596349974,10.01850459,True
deadline-blind,26d4403745752383,38,1,queue_haul_deadline_blind,8x16k,131072,0.925,30,49.48530596349974,9.862774268,True
deadline-blind,a7fca08ec4621240,38,2,queue_haul_deadline_blind,8x16k,131072,0.925,30,49.48530596349974,9.772718224,True
deadline-blind,32628c1a7a0f2c80,39,0,queue_haul_deadline_blind,4x16k,65536,0.875,30,49.485305963499734,6.26981621,True
deadline-blind,f0268195c54f0ba0,39,1,queue_haul_deadline_blind,4x16k,65536,0.875,30,49.485305963499734,7.463382828,True
deadline-blind,12f510b7c745abfb,39,2,queue_haul_deadline_blind,4x16k,65536,0.875,30,49.485305963499734,7.423258564,True
deadline-blind,6c944f3615773677,40,0,queue_haul_deadline_blind,8x8k,65536,0.875,30,49.48530596349974,5.632048808,True
deadline-blind,f0ec9ea2e3a285fa,40,1,queue_haul_deadline_blind,8x8k,65536,0.875,30,49.48530596349974,5.584122379,True
deadline-blind,32c5852dd0f1d6e1,41,0,queue_haul_deadline_blind,16x16k,262144,0.925,30,49.48530596349974,15.842648883,True
deadline-blind,16e670df47bf8d17,41,1,queue_haul_deadline_blind,16x16k,262144,0.925,30,49.48530596349974,15.815245981,True
