model,workload,density,wan_gbps,deadline_s,policy,service_factor,draws,snapshots,status,p05_shed_mw,median_shed_mw,p95_shed_mw,workload_p05_mw,workload_p95_mw,median_calibration_width_mw,full_plan_success,p05_completed_sessions,median_completed_sessions,p95_completed_sessions,mean_network_utilization,mean_migration_compute_utilization,mean_serving_utilization,mean_prefill_contention_session_s,mean_prefill_peak_ready_sessions,mean_prefill_ready_at_deadline,mean_prefill_network_blocked_at_deadline,mean_prefill_remaining_gpu_s,mean_planned_shed_mw,mean_kv_utilization,action_counts_mean,action_shed_mw_mean,mean_not_completed,network_budget_gbps_median
gemma-4-26b,coding,8,40,1,isolated_fastest,1.0,20,1,complete,2.4391080275452888,2.4436899749866976,2.5922401268365634,2.4436899749866976,2.4436899749866976,0.1531320992912748,0.0,167625.0,167625.0,167625.0,"[0.21179399519999995, 0.7621404896, 0.9739344848000006]","[0.23161154245789337, 0.2848319492675681]","[0.7055990555930074, 0.5193208192706555]","[42624.35265383289, 9355.958542132754]","[99165.0, 50720.0]","[32255.0, 0.0]","[0.0, 0.0]","[3139.4129255233106, 0.0]",3.9623172269714884,"[0.19409474890513576, 0.19272428904930677]","[66910.0, 0.0, 100707.0, 8.0]","[2.140148844845343, 0.0, 0.3435661477124709, 0.002736005916031065]",232375.0,"[40.0, 40.0, 40.0]"
gemma-4-26b,coding,8,40,1,isolated_fastest,1.2,20,1,complete,3.9546551471831832,3.9620841014683807,4.2029363376110895,3.9620841014683807,3.9620841014683807,0.24828119042790633,1.0,199880.0,199880.0,199880.0,"[0.21179399519999995, 0.7621404896000001, 0.9739344848000006]","[0.24533316747363285, 0.2373599577229734]","[0.5879992129941731, 0.43276734939221306]","[17331.56094548724, 4240.712535377151]","[82403.0, 50720.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",3.9623172269714884,"[0.19409474890513576, 0.19272428904930677]","[99165.0, 0.0, 100707.0, 8.0]","[3.6851126620692325, 0.0, 0.3435661477124709, 0.002736005916031065]",200120.0,"[40.0, 40.0, 40.0]"
gemma-4-26b,coding,8,40,30,queue_haul,0.8,20,1,complete,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.03487203186666666, 0.013749238426666668, 0.04862127029333332]","[1.2500465818675817e-05, 7.567092811433586e-09]","[0.9999873907493949, 0.9999999923304944]","[6010082.050983564, 3812710.802791892]","[206557.0, 130450.0]","[206557.0, 130450.0]","[0.0, 0.0]","[98114.77205416844, 35160.631890926474]",14.093257803467214,"[0.301001550363759, 0.21980812862125262]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",400000.0,"[40.0, 40.0, 40.0]"
gemma-4-26b,coding,8,40,30,queue_haul,1.0,20,1,complete,14.066005148118908,14.092428617506664,14.949097193509397,14.092428617506664,14.092428617506664,0.8830920453904886,1.0,400000.0,400000.0,400000.0,"[0.038693209359999994, 0.8640581682399999, 0.9027513775999999]","[0.05866459298239592, 0.04487371276351726]","[0.8930942183321934, 0.9069057816678064]","[1482751.3259162372, 1250604.6688107813]","[165682.0, 167333.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",14.093257803467214,"[0.31568968698027583, 0.2853581988104482]","[215729.0, 0.0, 184035.0, 236.0]","[7.045735094375799, 0.0, 7.2503519951085424, 0.04293855026014872]",0.0,"[40.0, 40.0, 40.0]"
gemma-4-26b,coding,8,40,30,queue_haul,1.2,20,1,complete,14.066005148118908,14.092428617506664,14.949097193509397,14.092428617506664,14.092428617506664,0.8830920453904886,1.0,400000.0,400000.0,400000.0,"[0.03869320936000001, 0.8640581682399999, 0.9027513775999999]","[0.048887160818663296, 0.03739476063626438]","[0.7442451819434944, 0.7557548180565056]","[273347.8465270094, 200480.31172316626]","[99337.0, 100555.0]","[0.0, 0.0]","[0.0, 0.0]","[1.1628892293558124e-13, 2.897335149576463e-14]",14.093257803467214,"[0.31568968698027583, 0.2853581988104482]","[215729.0, 0.0, 184035.0, 236.0]","[7.045735094375799, 0.0, 7.2503519951085424, 0.04293855026014872]",0.0,"[40.0, 40.0, 40.0]"
gemma-4-26b,coding,8,40,30,greedy,0.8,20,1,complete,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.06239275347999997, 0.00445511628, 0.06684786975999998]","[7.478362680022924e-06, 1.4322326946198151e-06]","[0.9999924465219575, 0.9999985474482311]","[9519885.781888712, 1674987.5698321206]","[331202.0, 57254.0]","[331202.0, 57254.0]","[0.0, 0.0]","[175556.52708856028, 11601.946707042252]",14.093257803467214,"[0.4067878216236024, 0.18408266544687635]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",400000.0,"[40.0, 40.0, 40.0]"
gemma-4-26b,coding,8,40,30,greedy,1.0,20,1,complete,13.82666515026322,13.852639011319399,14.694730950033545,13.852639011319399,13.852639011319399,0.8680657997703254,0.0,398659.0,398659.0,398659.0,"[0.06277978726666666, 0.006715773480000002, 0.06949556074666667]","[0.0942769413597207, 0.00928836964682734]","[0.8094241687336649, 0.9905758312663359]","[2088334.4451517917, 1267096.029598202]","[248616.0, 67869.0]","[0.0, 1341.0]","[0.0, 0.0]","[1.331140059290803e-14, 203.67623683027702]",14.093257803467214,"[0.4082755319285242, 0.19277235386219965]","[332131.0, 0.0, 66528.0, 0.0]","[5.546051361285798, 0.0, 8.54898870261607, 0.0]",1341.0,"[40.0, 40.0, 40.0]"
gemma-4-26b,coding,8,40,30,greedy,1.2,20,1,complete,14.066005148118906,14.092428617506664,14.949097193509397,14.092428617506664,14.092428617506664,0.8830920453904905,1.0,400000.0,400000.0,400000.0,"[0.06277978726666666, 0.006715773479999997, 0.06949556074666667]","[0.07856411779976728, 0.007853461503928492]","[0.6745201406113869, 0.825479859388613]","[705349.4221086373, 9571.59391506642]","[198872.0, 16763.0]","[0.0, 0.0]","[0.0, 0.0]","[2.8846716682018325e-14, 9.540979117872439e-18]",14.093257803467214,"[0.4082755319285242, 0.19277235386219965]","[332131.0, 0.0, 67869.0, 0.0]","[5.546051361285798, 0.0, 8.792974278458692, 0.0]",0.0,"[40.0, 40.0, 40.0]"
gemma-4-26b,coding,8,40,30,kv_only,0.8,20,1,complete,0.14332432633128325,0.14359356595614162,0.15232251530969645,0.14359356595614162,0.14359356595614162,0.008998188978413207,1.0,428.0,428.0,428.0,"[0.0, 0.9998512127999998, 0.9998512127999998]","[0.0, 0.0]","[0.625, 0.635189412332929]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",0.14360201487379434,"[0.16695774605297892, 0.1672591479405789]","[0.0, 0.0, 0.0, 428.0]","[0.0, 0.0, 0.0, 0.14610624469579528]",399572.0,"[40.0, 40.0, 40.0]"
gemma-4-26b,coding,8,40,30,kv_only,1.0,20,1,complete,0.14332432633128325,0.14359356595614162,0.15232251530969645,0.14359356595614162,0.14359356595614162,0.008998188978413207,1.0,428.0,428.0,428.0,"[0.0, 0.9998512127999998, 0.9998512127999998]","[0.0, 0.0]","[0.5, 0.5081515298663428]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",0.14360201487379434,"[0.16695774605297892, 0.1672591479405789]","[0.0, 0.0, 0.0, 428.0]","[0.0, 0.0, 0.0, 0.14610624469579528]",399572.0,"[40.0, 40.0, 40.0]"
gemma-4-26b,coding,8,40,30,kv_only,1.2,20,1,complete,0.14332432633128325,0.14359356595614162,0.15232251530969645,0.14359356595614162,0.14359356595614162,0.008998188978413207,1.0,428.0,428.0,428.0,"[0.0, 0.9998512127999998, 0.9998512127999998]","[0.0, 0.0]","[0.41666666666666685, 0.42345960822195244]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",0.14360201487379434,"[0.16695774605297892, 0.1672591479405789]","[0.0, 0.0, 0.0, 428.0]","[0.0, 0.0, 0.0, 0.14610624469579528]",399572.0,"[40.0, 40.0, 40.0]"
gemma-4-26b,coding,8,40,30,replay_only,0.8,20,1,complete,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.06239275347999997, 0.00445511628, 0.06684786975999998]","[7.478362680022924e-06, 1.4322326946198151e-06]","[0.9999924465219575, 0.9999985474482311]","[9519885.781888712, 1674987.5698321206]","[331202.0, 57254.0]","[331202.0, 57254.0]","[0.0, 0.0]","[175556.52708856028, 11601.946707042252]",14.093257803467214,"[0.4067878216236024, 0.18408266544687635]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",400000.0,"[40.0, 40.0, 40.0]"
gemma-4-26b,coding,8,40,30,replay_only,1.0,20,1,complete,13.82666515026322,13.852639011319399,14.694730950033545,13.852639011319399,13.852639011319399,0.8680657997703254,0.0,398659.0,398659.0,398659.0,"[0.06277978726666666, 0.006715773480000002, 0.06949556074666667]","[0.0942769413597207, 0.00928836964682734]","[0.8094241687336649, 0.9905758312663359]","[2088334.4451517917, 1267096.029598202]","[248616.0, 67869.0]","[0.0, 1341.0]","[0.0, 0.0]","[1.331140059290803e-14, 203.67623683027702]",14.093257803467214,"[0.4082755319285242, 0.19277235386219965]","[332131.0, 0.0, 66528.0, 0.0]","[5.546051361285798, 0.0, 8.54898870261607, 0.0]",1341.0,"[40.0, 40.0, 40.0]"
gemma-4-26b,coding,8,40,30,replay_only,1.2,20,1,complete,14.066005148118906,14.092428617506664,14.949097193509397,14.092428617506664,14.092428617506664,0.8830920453904905,1.0,400000.0,400000.0,400000.0,"[0.06277978726666666, 0.006715773479999997, 0.06949556074666667]","[0.07856411779976728, 0.007853461503928492]","[0.6745201406113869, 0.825479859388613]","[705349.4221086373, 9571.59391506642]","[198872.0, 16763.0]","[0.0, 0.0]","[0.0, 0.0]","[2.8846716682018325e-14, 9.540979117872439e-18]",14.093257803467214,"[0.4082755319285242, 0.19277235386219965]","[332131.0, 0.0, 67869.0, 0.0]","[5.546051361285798, 0.0, 8.792974278458692, 0.0]",0.0,"[40.0, 40.0, 40.0]"
gemma-4-26b,coding,8,40,30,isolated_fastest,0.8,20,1,complete,4.093212069322631,4.100901307501661,4.350192141521634,4.100901307501661,4.100901307501661,0.25698007219900376,1.0,200293.0,200293.0,200293.0,"[0.0, 0.99800077296, 0.99800077296]","[0.0, 0.024134656259830307]","[0.625, 0.9160003249835318]","[0.0, 1225563.727672371]","[0.0, 199872.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",4.101142600885654,"[0.16695774605297892, 0.22015267613285466]","[0.0, 0.0, 199872.0, 421.0]","[0.0, 0.0, 4.028678809781703, 0.1439823113311348]",199707.0,"[40.0, 40.0, 40.0]"
gemma-4-26b,coding,8,40,30,isolated_fastest,1.0,20,1,complete,4.093212069322631,4.100901307501661,4.350192141521634,4.100901307501661,4.100901307501661,0.25698007219900376,1.0,200293.0,200293.0,200293.0,"[0.0, 0.9980007729600008, 0.9980007729600008]","[0.0, 0.019307725007864256]","[0.5, 0.7328002599868257]","[0.0, 246107.72696827532]","[0.0, 183272.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",4.101142600885654,"[0.16695774605297892, 0.22015267613285466]","[0.0, 0.0, 199872.0, 421.0]","[0.0, 0.0, 4.028678809781703, 0.1439823113311348]",199707.0,"[40.0, 40.0, 40.0]"
gemma-4-26b,coding,8,40,30,isolated_fastest,1.2,20,1,complete,4.093212069322631,4.100901307501661,4.350192141521634,4.100901307501661,4.100901307501661,0.25698007219900376,1.0,200293.0,200293.0,200293.0,"[0.0, 0.99800077296, 0.99800077296]","[0.0, 0.016089770839886882]","[0.41666666666666685, 0.6106668833223543]","[0.0, 112524.57313462863]","[0.0, 183113.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",4.101142600885654,"[0.16695774605297892, 0.22015267613285466]","[0.0, 0.0, 199872.0, 421.0]","[0.0, 0.0, 4.028678809781703, 0.1439823113311348]",199707.0,"[40.0, 40.0, 40.0]"
gemma-4-26b,coding,8,40,300,queue_haul,0.8,20,1,complete,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0034901249066666682, 0.0012987990853333335, 0.004788923991999998]","[8.596571743103178e-06, 6.832099971824123e-08]","[0.9999913960288527, 0.9999999315879468]","[66267271.95196947, 34230149.47061695]","[221527.0, 114410.0]","[221527.0, 114410.0]","[0.0, 0.0]","[97604.0220133986, 33161.32874570925]",14.093257803467214,"[0.3011138576894199, 0.2168819865156792]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",400000.0,"[40.0, 40.0, 40.0]"
gemma-4-26b,coding,8,40,300,queue_haul,1.0,20,1,complete,14.066005148118908,14.092428617506664,14.949097193509399,14.092428617506664,14.092428617506664,0.8830920453904905,1.0,400000.0,400000.0,400000.0,"[0.0038972811173333343, 0.8062967594240001, 0.8101940405413333]","[0.005886552635063488, 0.004326630641067793]","[0.8991981298982521, 0.9008018701017482]","[1706076.1660322144, 1012730.8639759796]","[214541.0, 132933.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 4.613531778829838e-13]",14.093257803467214,"[0.31676444198436304, 0.28428344380636084]","[231300.0, 0.0, 166425.0, 2275.0]","[7.1551402749363575, 0.0, 6.769965018020684, 0.41392034678745054]",0.0,"[40.0, 40.0, 40.0]"
gemma-4-26b,coding,8,40,300,queue_haul,1.2,20,1,complete,14.066005148118908,14.092428617506664,14.949097193509399,14.092428617506664,14.092428617506664,0.8830920453904905,1.0,400000.0,400000.0,400000.0,"[0.0038972811173333317, 0.8062967594240001, 0.8101940405413333]","[0.004905460529219571, 0.0036055255342231592]","[0.7493317749152096, 0.7506682250847904]","[279329.8502473804, 185546.02263608112]","[98158.0, 99695.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",14.093257803467214,"[0.31676444198436304, 0.28428344380636084]","[231300.0, 0.0, 166425.0, 2275.0]","[7.1551402749363575, 0.0, 6.769965018020684, 0.41392034678745054]",0.0,"[40.0, 40.0, 40.0]"
gemma-4-26b,coding,8,40,300,greedy,0.8,20,1,complete,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.006239268233333332, 0.00044551874266666666, 0.006684786975999999]","[6.542386860468984e-06, 2.4546869286933854e-06]","[0.9999934511006037, 0.9999975428695848]","[98943439.61305849, 17134432.148448624]","[331199.0, 57257.0]","[331199.0, 57257.0]","[0.0, 0.0]","[175469.25577496935, 11567.627806857692]",14.093257803467214,"[0.40678754814456053, 0.1840829389259183]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",400000.0,"[40.0, 40.0, 40.0]"
gemma-4-26b,coding,8,40,300,greedy,1.0,20,1,complete,13.678527791411451,13.704223371397376,14.53729323035796,13.704223371397376,13.704223371397376,0.8587654389465097,0.0,397829.0,397829.0,397829.0,"[0.006243392705333333, 0.0007061633693333336, 0.006949556074666667]","[0.009370423095636595, 0.0009982721393461008]","[0.8009997026889802, 0.9990002973110205]","[1949903.4810560204, 13077172.590679651]","[247785.0, 68700.0]","[0.0, 2171.0]","[0.0, 0.0]","[1.2394165554985292e-13, 21.21422191195489]",14.093257803467214,"[0.40694608777877733, 0.1941017980119469]","[331298.0, 0.0, 66531.0, 0.0]","[5.395053068015946, 0.0, 8.548974297937095, 0.0]",2171.0,"[40.0, 40.0, 40.0]"
gemma-4-26b,coding,8,40,300,greedy,1.2,20,1,complete,14.066005148118908,14.092428617506664,14.949097193509397,14.092428617506664,14.092428617506664,0.8830920453904886,1.0,400000.0,400000.0,400000.0,"[0.006243392705333333, 0.0007061633693333336, 0.006949556074666667]","[0.007808685913030496, 0.000833072017339082]","[0.6674997522408167, 0.8325002477591832]","[674395.0722283014, 10489.753008060177]","[198042.0, 18686.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",14.093257803467214,"[0.40694608777877733, 0.1941017980119469]","[331298.0, 0.0, 68702.0, 0.0]","[5.395053068015946, 0.0, 8.943972571728551, 0.0]",0.0,"[40.0, 40.0, 40.0]"
gemma-4-26b,coding,8,40,300,kv_only,0.8,20,1,complete,1.4348860919864859,1.4375815743446443,1.5249711218532755,1.4375815743446443,1.4375815743446443,0.0900850298667897,1.0,4277.0,4277.0,4277.0,"[0.0, 0.9999028360533335, 0.9999028360533335]","[0.0, 0.0]","[0.625, 0.7270109175900861]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",1.4376661603653327,"[0.16695774605297892, 0.16997530139840236]","[0.0, 0.0, 0.0, 4277.0]","[0.0, 0.0, 0.0, 1.4627371628581076]",395723.0,"[40.0, 40.0, 40.0]"
gemma-4-26b,coding,8,40,300,kv_only,1.0,20,1,complete,1.4348860919864859,1.4375815743446443,1.5249711218532755,1.4375815743446443,1.4375815743446443,0.0900850298667897,1.0,4277.0,4277.0,4277.0,"[0.0, 0.9999028360533335, 0.9999028360533335]","[0.0, 0.0]","[0.5, 0.5816087340720687]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",1.4376661603653327,"[0.16695774605297892, 0.16997530139840236]","[0.0, 0.0, 0.0, 4277.0]","[0.0, 0.0, 0.0, 1.4627371628581076]",395723.0,"[40.0, 40.0, 40.0]"
gemma-4-26b,coding,8,40,300,kv_only,1.2,20,1,complete,1.4348860919864859,1.4375815743446443,1.5249711218532755,1.4375815743446443,1.4375815743446443,0.0900850298667897,1.0,4277.0,4277.0,4277.0,"[0.0, 0.9999028360533335, 0.9999028360533335]","[0.0, 0.0]","[0.41666666666666685, 0.48467394506005756]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",1.4376661603653327,"[0.16695774605297892, 0.16997530139840236]","[0.0, 0.0, 0.0, 4277.0]","[0.0, 0.0, 0.0, 1.4627371628581076]",395723.0,"[40.0, 40.0, 40.0]"
gemma-4-26b,coding,8,40,300,replay_only,0.8,20,1,complete,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.006239268233333332, 0.00044551874266666666, 0.006684786975999999]","[6.542386860468984e-06, 2.4546869286933854e-06]","[0.9999934511006037, 0.9999975428695848]","[98943439.61305849, 17134432.148448624]","[331199.0, 57257.0]","[331199.0, 57257.0]","[0.0, 0.0]","[175469.25577496935, 11567.627806857692]",14.093257803467214,"[0.40678754814456053, 0.1840829389259183]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",400000.0,"[40.0, 40.0, 40.0]"
gemma-4-26b,coding,8,40,300,replay_only,1.0,20,1,complete,13.678527791411451,13.704223371397376,14.53729323035796,13.704223371397376,13.704223371397376,0.8587654389465097,0.0,397829.0,397829.0,397829.0,"[0.006243392705333333, 0.0007061633693333336, 0.006949556074666667]","[0.009370423095636595, 0.0009982721393461008]","[0.8009997026889802, 0.9990002973110205]","[1949903.4810560204, 13077172.590679651]","[247785.0, 68700.0]","[0.0, 2171.0]","[0.0, 0.0]","[1.2394165554985292e-13, 21.21422191195489]",14.093257803467214,"[0.40694608777877733, 0.1941017980119469]","[331298.0, 0.0, 66531.0, 0.0]","[5.395053068015946, 0.0, 8.548974297937095, 0.0]",2171.0,"[40.0, 40.0, 40.0]"
gemma-4-26b,coding,8,40,300,replay_only,1.2,20,1,complete,14.066005148118908,14.092428617506664,14.949097193509397,14.092428617506664,14.092428617506664,0.8830920453904886,1.0,400000.0,400000.0,400000.0,"[0.006243392705333333, 0.0007061633693333336, 0.006949556074666667]","[0.007808685913030496, 0.000833072017339082]","[0.6674997522408167, 0.8325002477591832]","[674395.0722283014, 10489.753008060177]","[198042.0, 18686.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",14.093257803467214,"[0.40694608777877733, 0.1941017980119469]","[331298.0, 0.0, 68702.0, 0.0]","[5.395053068015946, 0.0, 8.943972571728551, 0.0]",0.0,"[40.0, 40.0, 40.0]"
gemma-4-26b,coding,8,40,300,isolated_fastest,0.8,20,1,complete,1.3224973052632045,1.3249816614605068,1.4055263414415737,1.3249816614605068,1.3249816614605068,0.0830290361783693,0.0,3942.0,3942.0,3942.0,"[0.0, 0.9229606771893335, 0.9229606771893335]","[0.0, 2.013660293745995e-05]","[0.625, 0.9999798528850266]","[0.0, 59900869.30164418]","[0.0, 199872.0]","[0.0, 199872.0]","[0.0, 0.0]","[0.0, 35899.93534568358]",5.395277442458374,"[0.16695774605297892, 0.22263685017335888]","[0.0, 0.0, 0.0, 3942.0]","[0.0, 0.0, 0.0, 1.3481669151243072]",396058.0,"[40.0, 40.0, 40.0]"
gemma-4-26b,coding,8,40,300,isolated_fastest,1.0,20,1,complete,5.384844394351382,5.394960007811896,5.722915737297906,5.394960007811896,5.394960007811896,0.3380713429465238,1.0,204143.0,204143.0,204143.0,"[0.0, 0.9998762799626666, 0.9998762799626666]","[0.0, 0.0019307725007864257]","[0.5, 0.8062614772366421]","[0.0, 369818.8642531724]","[0.0, 199872.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 2.905661822261152e-14]",5.395277442458374,"[0.16695774605297892, 0.22286896981531443]","[0.0, 0.0, 199872.0, 4271.0]","[0.0, 0.0, 4.028678809781703, 1.4606851584210847]",195857.0,"[40.0, 40.0, 40.0]"
gemma-4-26b,coding,8,40,300,isolated_fastest,1.2,20,1,complete,5.384844394351382,5.394960007811896,5.722915737297906,5.394960007811896,5.394960007811896,0.3380713429465238,1.0,204143.0,204143.0,204143.0,"[0.0, 0.9998762799626666, 0.9998762799626666]","[0.0, 0.0016089770839886881]","[0.41666666666666685, 0.6718845643638681]","[0.0, 142391.75659418822]","[0.0, 183113.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",5.395277442458374,"[0.16695774605297892, 0.22286896981531443]","[0.0, 0.0, 199872.0, 4271.0]","[0.0, 0.0, 4.028678809781703, 1.4606851584210847]",195857.0,"[40.0, 40.0, 40.0]"
gemma-4-26b,coding,8,400,1,queue_haul,0.8,20,1,complete,0.016241565850013195,0.01627207618422166,0.01726124396443153,0.01627207618422166,0.01627207618422166,0.001019678114418335,0.0,91.0,91.0,91.0,"[0.019505320920000006, 0.9785522204399999, 0.99805754136]","[0.07619742681287364, 0.010975291517822897]","[0.9218667451426474, 0.9888771751266173]","[40107.48942237278, 73912.88568580986]","[45246.0, 75862.0]","[45246.0, 75862.0]","[0.0, 0.0]","[12596.766859573429, 12507.333922791448]",9.312034410428323,"[0.1919497647803481, 0.1857400046126525]","[0.0, 0.0, 0.0, 91.0]","[0.0, 0.0, 0.0, 0.01655681387149802]",399909.0,"[400.0, 400.0, 400.0]"
gemma-4-26b,coding,8,400,1,queue_haul,1.0,20,1,complete,6.18972657038869,6.2013541824099425,6.57833003241596,6.2013541824099425,6.2013541824099425,0.3886034620272694,0.0,107800.0,107800.0,107800.0,"[0.019505320920000006, 0.9785522204399999, 0.99805754136]","[0.2500307240992025, 0.19995415856470938]","[0.7374933961141179, 0.7911017401012935]","[23570.62304887211, 47173.08688070428]","[45246.0, 75862.0]","[4448.0, 8951.0]","[0.0, 0.0]","[623.7743552135667, 447.1708707106047]",9.312034410428323,"[0.1919497647803481, 0.1857400046126525]","[40798.0, 0.0, 66911.0, 91.0]","[4.1531546407760676, 0.0, 2.140157414388119, 0.01655681387149802]",292200.0,"[400.0, 400.0, 400.0]"
gemma-4-26b,coding,8,400,1,queue_haul,1.2,20,1,complete,9.294027384095738,9.31148653084612,9.87752508412565,9.31148653084612,9.31148653084612,0.5834977000299133,1.0,121199.0,121199.0,121199.0,"[0.019505320920000006, 0.9785522204399999, 0.99805754136]","[0.21875517600289482, 0.17408131331576804]","[0.6145778300950979, 0.6592514500844113]","[10231.376710227332, 21099.643488652673]","[45246.0, 75862.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",9.312034410428323,"[0.1919497647803481, 0.1857400046126525]","[45246.0, 0.0, 75862.0, 91.0]","[4.25677987018791, 0.0, 5.201087329986859, 0.01655681387149802]",278801.0,"[400.0, 400.0, 400.0]"
gemma-4-26b,coding,8,400,1,greedy,0.8,20,1,complete,6.77530428552235e-06,6.994351708729436e-06,2.9298464649194642e-05,6.994351708729436e-06,6.994351708729436e-06,2.2523160363672294e-05,0.0,2.0,2.0,7.0,"[0.04069404441897728, 0.029461081320000016, 0.07015512573897728]","[1.7271689910440586e-05, 0.1577912672019468]","[0.999982501852083, 0.8397748030618712]","[28356.943485658867, 79459.47747263963]","[28960.0, 89288.0]","[28960.0, 89288.0]","[0.0, 0.0]","[7630.352916496256, 12621.693957152549]",9.297833330584758,"[0.17791536741058506, 0.19763311054221733]","[0.0, 2.25, 0.0, 1.0]","[0.0, 8.011401503177993e-06, 0.0, 4.562799451017156e-06]",399996.75,"[400.0, 400.0, 400.0]"
gemma-4-26b,coding,8,400,1,greedy,1.0,20,1,complete,3.635842916548261,3.6426841820333506,3.8641096242474853,3.6426841820333506,3.6426841820333506,0.22826670769922436,0.0,100145.0,100145.0,100150.0,"[0.042275459072684464, 0.029461081320000016, 0.07173654039268446]","[0.1421205567917458, 0.3106842646380956]","[0.8559691732767212, 0.6718198424494973]","[14069.844911838907, 46923.131009508885]","[31894.0, 89288.0]","[15130.0, 5909.0]","[0.0, 0.0]","[95.51337692053248, 874.7926218951354]",9.297833330584758,"[0.1799853948558674, 0.19763311054221733]","[16764.0, 2.25, 83379.0, 1.0]","[1.2058175315127704, 8.011401503177993e-06, 2.500590016488102, 4.562799451017156e-06]",299853.75,"[400.0, 400.0, 400.0]"
gemma-4-26b,coding,8,400,1,greedy,1.2,20,1,complete,9.279831385796909,9.297275075706818,9.862439021782775,9.297275075706818,9.297275075706818,0.5826076359858662,0.25,121184.0,121184.0,121189.0,"[0.042275459072684464, 0.029461081320000016, 0.07173654039268444]","[0.12002568694179701, 0.2734834308966653]","[0.7133076443972679, 0.5598498687079142]","[2597.384655160385, 25565.819062383263]","[31894.0, 89288.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",9.297833330584758,"[0.1799853948558674, 0.19763311054221733]","[31894.0, 2.25, 89288.0, 1.0]","[6.38028872020652, 8.011401503177993e-06, 3.0796568450757946, 4.562799451017156e-06]",278814.75,"[400.0, 400.0, 400.0]"
gemma-4-26b,coding,8,400,1,kv_only,0.8,20,1,complete,0.04763942601404744,0.04772891829715676,0.05063032483122868,0.04772891829715676,0.04772891829715676,0.002990898817181238,1.0,142.0,142.0,142.0,"[0.0, 0.9959284735999997, 0.9959284735999997]","[0.0, 0.0]","[0.625, 0.6283868483277514]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",0.04773172662424065,"[0.16695774605297892, 0.16705793143035796]","[0.0, 0.0, 0.0, 142.0]","[0.0, 0.0, 0.0, 0.048564105009551405]",399858.0,"[400.0, 400.0, 400.0]"
gemma-4-26b,coding,8,400,1,kv_only,1.0,20,1,complete,0.04763942601404744,0.04772891829715676,0.05063032483122868,0.04772891829715676,0.04772891829715676,0.002990898817181238,1.0,142.0,142.0,142.0,"[0.0, 0.9959284735999997, 0.9959284735999997]","[0.0, 0.0]","[0.5, 0.502709478662201]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",0.04773172662424065,"[0.16695774605297892, 0.16705793143035796]","[0.0, 0.0, 0.0, 142.0]","[0.0, 0.0, 0.0, 0.048564105009551405]",399858.0,"[400.0, 400.0, 400.0]"
