model,workload,density,wan_gbps,deadline_s,policy,service_factor,draws,snapshots,status,p05_shed_mw,median_shed_mw,p95_shed_mw,workload_p05_mw,workload_p95_mw,median_calibration_width_mw,full_plan_success,p05_completed_sessions,median_completed_sessions,p95_completed_sessions,mean_network_utilization,mean_migration_compute_utilization,mean_serving_utilization,mean_prefill_contention_session_s,mean_prefill_peak_ready_sessions,mean_prefill_ready_at_deadline,mean_prefill_network_blocked_at_deadline,mean_prefill_remaining_gpu_s,mean_planned_shed_mw,mean_kv_utilization,action_counts_mean,action_shed_mw_mean,mean_not_completed,network_budget_gbps_median
gpt-oss-20b,coding,8,400,300,queue_haul,0.8,20,1,complete,0.3421072527831991,0.34549690420472834,0.3551908841597174,0.34549690420472834,0.34549690420472834,0.013083631376518344,0.0,23466.0,23466.0,23466.0,"[0.05636129446626666, 0.3450393855994668, 0.4014006800657334]","[4.6423893164557275e-08, 2.25317132669276e-06]","[0.9999999535706706, 0.9999977465367778]","[42149964.61367239, 47073544.46875654]","[140532.0, 156963.0]","[140532.0, 156963.0]","[0.0, 0.0]","[26077.99577317499, 61233.36898621158]",3.2123559754926836,"[0.03570762663416727, 0.04672226163246207]","[0.0, 16759.0, 0.0, 6707.0]","[0.0, 0.0028330962557223736, 0.0, 0.3445683659453709]",376534.0,"[400.0, 400.0, 400.0]"
gpt-oss-20b,coding,8,400,300,queue_haul,1.0,20,1,complete,3.1802294727232017,3.211739676804835,3.301854927241753,3.211739676804835,3.211739676804835,0.121625454518551,1.0,400000.0,400000.0,400000.0,"[0.05658532743120002, 0.7508159432698668, 0.807401270701067]","[0.0041390301086719605, 0.0032675822163259704]","[0.8995387461939648, 0.9004612538060354]","[1403825.5576673253, 863747.4158241006]","[211677.0, 156963.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",3.2123559754926836,"[0.04983986250012096, 0.04879683709906202]","[211677.0, 16759.0, 156963.0, 14601.0]","[1.6100271370385868, 0.0028330962557223736, 0.8664660255387034, 0.750118191615977]",0.0,"[400.0, 400.0, 400.0]"
gpt-oss-20b,coding,8,400,300,queue_haul,1.2,20,1,complete,3.1802294727232017,3.211739676804835,3.301854927241753,3.211739676804835,3.211739676804835,0.121625454518551,1.0,400000.0,400000.0,400000.0,"[0.056585327431200025, 0.7508159432698668, 0.807401270701067]","[0.003449191757226632, 0.0027229851802716425]","[0.7496156218283043, 0.7503843781716957]","[414571.8788988644, 243976.94432273047]","[211677.0, 156963.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",3.2123559754926836,"[0.04983986250012096, 0.04879683709906202]","[211677.0, 16759.0, 156963.0, 14601.0]","[1.6100271370385868, 0.0028330962557223736, 0.8664660255387034, 0.750118191615977]",0.0,"[400.0, 400.0, 400.0]"
gpt-oss-20b,coding,8,400,300,greedy,0.8,20,1,complete,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0006382276997333335, 3.282155519999999e-05, 0.0006710492549333332]","[9.714625034133e-07, 1.1749254085877234e-05]","[0.9999990284404202, 0.9999882495718314]","[109225175.88048391, 7820064.739488438]","[364229.0, 26077.0]","[364229.0, 26077.0]","[0.0, 0.0]","[142971.2655689774, 6441.017688606791]",3.2123559754926836,"[0.0676591600883639, 0.02946950156293826]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",400000.0,"[400.0, 400.0, 400.0]"
gpt-oss-20b,coding,8,400,300,greedy,1.0,20,1,complete,3.0500574891797716,3.080277929172886,3.166704615310436,3.080277929172886,3.080277929172886,0.11664712613066472,0.0,397427.0,397427.0,397427.0,"[0.0006384360063999999, 5.6519601066666666e-05, 0.0006949556074666665]","[0.007628640942595114, 0.000635358131578735]","[0.8006355481676938, 0.9993644518323066]","[2166153.265788327, 7771569.267231661]","[364279.0, 35720.0]","[0.0, 2573.0]","[0.0, 0.0]","[1.1634237410268478e-13, 2.6006105647740956]",3.2123559754926836,"[0.06767230029273819, 0.03096439930644479]","[364279.0, 0.0, 33148.0, 0.0]","[1.213607253297309, 0.0, 1.8836507642342157, 0.0]",2573.0,"[400.0, 400.0, 400.0]"
gpt-oss-20b,coding,8,400,300,greedy,1.2,20,1,complete,3.180229472723203,3.211739676804835,3.3018549272417537,3.211739676804835,3.211739676804835,0.121625454518551,1.0,400000.0,400000.0,400000.0,"[0.0006384360063999999, 5.6519601066666666e-05, 0.0006949556074666665]","[0.006357200785495927, 0.0005296095880136557]","[0.667196290139744, 0.8328037098602559]","[1009307.6363716427, 15058.161974898778]","[364279.0, 35719.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",3.2123559754926836,"[0.06767230029273819, 0.03096439930644479]","[364279.0, 0.0, 35721.0, 0.0]","[1.213607253297309, 0.0, 2.015837197151681, 0.0]",0.0,"[400.0, 400.0, 400.0]"
gpt-oss-20b,coding,8,400,300,kv_only,0.8,20,1,complete,1.4833104278281135,1.4980072963082534,1.540038505636354,1.4980072963082534,1.4980072963082534,0.05672807780824043,0.0,31826.0,31826.0,31826.0,"[0.29543273922559987, 0.4087719657472001, 0.7042047049727996]","[0.0, 0.0]","[0.7164292695567057, 0.9999868933492898]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",2.3014246094039805,"[0.02890951036064282, 0.02946946240221915]","[0.0, 5751.0, 0.0, 26075.0]","[0.0, 0.29526574717850806, 0.0, 1.2109993417179714]",368174.0,"[400.0, 400.0, 400.0]"
gpt-oss-20b,coding,8,400,300,kv_only,1.0,20,1,complete,2.2784082548493054,2.300983075222284,2.365544243604726,2.300983075222284,2.300983075222284,0.08713598875542078,1.0,41520.0,41520.0,41520.0,"[0.29543273922559987, 0.7045662048256, 0.9999989440511998]","[0.0, 0.0]","[0.5731434156453646, 0.9999996922696311]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",2.3014246094039805,"[0.02890951036064282, 0.03097750035009983]","[0.0, 5751.0, 0.0, 35769.0]","[0.0, 0.29526574717850806, 0.0, 2.0184015392829546]",358480.0,"[400.0, 400.0, 400.0]"
gpt-oss-20b,coding,8,400,300,kv_only,1.2,20,1,complete,2.2784082548493054,2.300983075222284,2.365544243604726,2.300983075222284,2.300983075222284,0.08713598875542078,1.0,41520.0,41520.0,41520.0,"[0.29543273922559987, 0.7045662048256, 0.9999989440511998]","[0.0, 0.0]","[0.47761951303780387, 0.833333076891359]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",2.3014246094039805,"[0.02890951036064282, 0.03097750035009983]","[0.0, 5751.0, 0.0, 35769.0]","[0.0, 0.29526574717850806, 0.0, 2.0184015392829546]",358480.0,"[400.0, 400.0, 400.0]"
gpt-oss-20b,coding,8,400,300,replay_only,0.8,20,1,complete,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0006382276997333335, 3.282155519999999e-05, 0.0006710492549333332]","[9.714625034133e-07, 1.1749254085877234e-05]","[0.9999990284404202, 0.9999882495718314]","[109225175.88048391, 7820064.739488438]","[364229.0, 26077.0]","[364229.0, 26077.0]","[0.0, 0.0]","[142971.2655689774, 6441.017688606791]",3.2123559754926836,"[0.0676591600883639, 0.02946950156293826]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",400000.0,"[400.0, 400.0, 400.0]"
gpt-oss-20b,coding,8,400,300,replay_only,1.0,20,1,complete,3.0500574891797716,3.080277929172886,3.166704615310436,3.080277929172886,3.080277929172886,0.11664712613066472,0.0,397427.0,397427.0,397427.0,"[0.0006384360063999999, 5.6519601066666666e-05, 0.0006949556074666665]","[0.007628640942595114, 0.000635358131578735]","[0.8006355481676938, 0.9993644518323066]","[2166153.265788327, 7771569.267231661]","[364279.0, 35720.0]","[0.0, 2573.0]","[0.0, 0.0]","[1.1634237410268478e-13, 2.6006105647740956]",3.2123559754926836,"[0.06767230029273819, 0.03096439930644479]","[364279.0, 0.0, 33148.0, 0.0]","[1.213607253297309, 0.0, 1.8836507642342157, 0.0]",2573.0,"[400.0, 400.0, 400.0]"
gpt-oss-20b,coding,8,400,300,replay_only,1.2,20,1,complete,3.180229472723203,3.211739676804835,3.3018549272417537,3.211739676804835,3.211739676804835,0.121625454518551,1.0,400000.0,400000.0,400000.0,"[0.0006384360063999999, 5.6519601066666666e-05, 0.0006949556074666665]","[0.006357200785495927, 0.0005296095880136557]","[0.667196290139744, 0.8328037098602559]","[1009307.6363716427, 15058.161974898778]","[364279.0, 35719.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",3.2123559754926836,"[0.06767230029273819, 0.03096439930644479]","[364279.0, 0.0, 35721.0, 0.0]","[1.213607253297309, 0.0, 2.015837197151681, 0.0]",0.0,"[400.0, 400.0, 400.0]"
gpt-oss-20b,coding,8,400,300,isolated_fastest,0.8,20,1,complete,0.9805532212258133,0.9902686937659979,1.0180537325046732,0.9902686937659979,0.9902686937659979,0.03750051127885992,0.0,123198.0,123198.0,123198.0,"[0.9998791070293331, 0.00010530672000000002, 0.9999844137493333]","[0.001355092476031779, 9.609128595318727e-07]","[0.9333278202519683, 0.9999990389747188]","[376344.7683584467, 28918975.877018385]","[78443.0, 96416.0]","[0.0, 96416.0]","[0.0, 0.0]","[0.0, 21185.356968451702]",2.9929604213064587,"[0.03885034103721241, 0.034041942257284075]","[78443.0, 44755.0, 0.0, 0.0]","[0.04097825795454077, 0.9547493100772143, 0.0, 0.0]",276802.0,"[400.0, 400.0, 400.0]"
gpt-oss-20b,coding,8,400,300,isolated_fastest,1.0,20,1,complete,1.4159379383846735,1.4299672698489916,1.470089406636627,1.4299672698489916,1.4299672698489916,0.05415146825195337,0.0,211531.0,211531.0,211531.0,"[0.9998791070293331, 0.0001207833749333333, 0.999999890404267]","[0.0010840739808254236, 0.0013000165690794725]","[0.7466622562015749, 0.9986998254954699]","[64740.796555044224, 23610656.57218813]","[78443.0, 104848.0]","[0.0, 16515.0]","[0.0, 0.0]","[0.0, 2.1448348400939774]",2.9929604213064587,"[0.03885034103721241, 0.035018225984095985]","[78443.0, 44755.0, 88333.0, 0.0]","[0.04097825795454077, 0.9547493100772143, 0.44212242251657247, 0.0]",188469.0,"[400.0, 400.0, 400.0]"
gpt-oss-20b,coding,8,400,300,isolated_fastest,1.2,20,1,complete,2.9630280750790754,2.9923862142153066,3.0763468275381967,2.9923862142153066,2.9923862142153066,0.11331875245912093,1.0,228046.0,228046.0,228046.0,"[0.9998791070293332, 0.0001207833749333333, 0.999999890404267]","[0.000903394984021186, 0.0010834662983906771]","[0.6222185468346458, 0.832249854579558]","[30384.658621330873, 130367.22739952868]","[78443.0, 104848.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 1.452830911130576e-14]",2.9929604213064587,"[0.03885034103721241, 0.035018225984095985]","[78443.0, 44755.0, 104848.0, 0.0]","[0.04097825795454077, 0.9547493100772143, 2.01315422985778, 0.0]",171954.0,"[400.0, 400.0, 400.0]"
qwen3.8-27b,coding,8,40,1,queue_haul,0.8,20,1,complete,1.2905915675561214e-05,1.2951607785271334e-05,1.2951607785271334e-05,1.2951607785271334e-05,1.2951607785271334e-05,4.569210971011905e-08,0.0,5.0,5.0,5.0,"[0.17064783200000008, 0.7923941961186001, 0.9630420281186003]","[0.2507565460619174, 0.200515720839168]","[0.7186616185774342, 0.781629660512642]","[15950.005891745677, 28182.885557698417]","[32353.0, 42352.0]","[32352.0, 42352.0]","[0.0, 0.0]","[14029.078017760297, 13392.728234162429]",2.3443757848755475,"[0.16068791109842312, 0.1595536898413242]","[1.0, 3.0, 0.0, 1.0]","[5.810516759704838e-07, 4.125310431002405e-06, 0.0, 8.229253439899903e-06]",399995.0,"[40.0, 40.0, 40.0]"
qwen3.8-27b,coding,8,40,1,queue_haul,1.0,20,1,complete,1.1998676576226384,1.2041156696217818,1.2041156696217818,1.2041156696217818,1.2041156696217818,0.00424801199914352,0.0,41470.0,41470.0,41470.0,"[0.17064783200000008, 0.7923941961186004, 0.9630420281186005]","[0.35774055336738014, 0.3423615554595285]","[0.5749292948619474, 0.6253037284101134]","[7767.967701953485, 18094.7982589145]","[32353.0, 42352.0]","[15601.0, 17638.0]","[0.0, 0.0]","[3366.4965883159202, 1616.7336479202345]",2.3443757848755475,"[0.16068791109842312, 0.1595536898413242]","[16752.0, 3.0, 24714.0, 1.0]","[0.17325274451831765, 4.125310431002405e-06, 1.0293637663398931, 8.229253439899903e-06]",358530.0,"[40.0, 40.0, 40.0]"
qwen3.8-27b,coding,8,40,1,queue_haul,1.2,20,1,complete,2.2929991464248594,2.301117281642653,2.301117281642653,2.301117281642653,2.301117281642653,0.008118135217793752,0.0,73679.0,73679.0,73679.0,"[0.1706478320000001, 0.7923941961186003, 0.9630420281186005]","[0.35422540427808213, 0.3115708551424807]","[0.47910774571828973, 0.5210864403417614]","[2973.0024646304087, 8628.49421049078]","[32353.0, 42352.0]","[0.0, 1030.0]","[0.0, 0.0]","[0.0, 33.80009362318929]",2.3443757848755475,"[0.16068791109842312, 0.1595536898413242]","[32353.0, 3.0, 41322.0, 1.0]","[0.8777509224522745, 4.125310431002405e-06, 1.4205126573002802, 8.229253439899903e-06]",326321.0,"[40.0, 40.0, 40.0]"
qwen3.8-27b,coding,8,40,1,greedy,0.8,20,1,complete,4.355795362989111e-05,4.371216622867432e-05,4.371216622867432e-05,4.371216622867432e-05,4.371216622867432e-05,1.5421259878321082e-07,0.0,11.0,11.0,11.0,"[0.3839062112000001, 0.18744204640000006, 0.5713482576000002]","[0.1859632153449341, 0.26718849248514803]","[0.7974749214415211, 0.7027381481162215]","[18647.11252422689, 25397.248768389803]","[31209.0, 43503.0]","[31209.0, 43503.0]","[0.0, 0.0]","[13328.092064833389, 14003.667236617937]",2.34364322825425,"[0.15932588591525892, 0.16091538442818404]","[0.0, 8.0, 0.0, 3.0]","[0.0, 3.91736674781079e-05, 0.0, 4.484524340992313e-06]",399989.0,"[40.0, 40.0, 40.0]"
qwen3.8-27b,coding,8,40,1,greedy,1.0,20,1,complete,1.0271190106930805,1.0307554233042993,1.0307554233042993,1.0307554233042993,1.0307554233042993,0.003636412611218868,0.0,24734.0,24734.0,24734.0,"[0.3839062112000001, 0.18744204640000006, 0.5713482576000002]","[0.3057221386532038, 0.39245566586818276]","[0.6379799371532168, 0.562190518492977]","[6839.244761537075, 18284.58657240749]","[31209.0, 43503.0]","[14447.0, 35542.0]","[0.0, 0.0]","[2814.8953330038953, 2267.6901952911435]",2.34364322825425,"[0.15932588591525892, 0.16091538442818404]","[16762.0, 8.0, 7961.0, 3.0]","[0.9639323911875729, 3.91736674781079e-05, 0.06550662951098075, 4.484524340992313e-06]",375266.0,"[40.0, 40.0, 40.0]"
qwen3.8-27b,coding,8,40,1,greedy,1.2,20,1,complete,2.241104855743998,2.2490392643915333,2.2490392643915333,2.2490392643915333,2.2490392643915333,0.007934408647535834,0.0,72539.0,72539.0,72539.0,"[0.3839062112000001, 0.18744204640000006, 0.5713482576000001]","[0.30168337109440124, 0.36227867333550623]","[0.5316499476276808, 0.4684920987441476]","[2533.38751960368, 9794.773021771232]","[31209.0, 43503.0]","[0.0, 2184.0]","[0.0, 0.0]","[0.0, 128.12757380825602]",2.34364322825425,"[0.15932588591525892, 0.16091538442818404]","[31209.0, 8.0, 41319.0, 3.0]","[1.6163191084885076, 3.91736674781079e-05, 0.629899454684569, 4.484524340992313e-06]",327461.0,"[40.0, 40.0, 40.0]"
qwen3.8-27b,coding,8,40,1,kv_only,0.8,20,1,complete,0.0015497038718041245,0.001555190444094594,0.001555190444094594,0.001555190444094594,0.001555190444094594,5.486572290469439e-06,1.0,28.0,28.0,28.0,"[0.9934209024000002, 0.0, 0.9934209024000002]","[0.0, 0.0]","[0.6251657430465671, 0.625]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",0.001552447157949359,"[0.1524599426698085, 0.1524563955923613]","[0.0, 28.0, 0.0, 0.0]","[0.0, 0.0015532701437929299, 0.0, 0.0]",399972.0,"[40.0, 40.0, 40.0]"
qwen3.8-27b,coding,8,40,1,kv_only,1.0,20,1,complete,0.0015497038718041245,0.001555190444094594,0.001555190444094594,0.001555190444094594,0.001555190444094594,5.486572290469439e-06,1.0,28.0,28.0,28.0,"[0.9934209024000002, 0.0, 0.9934209024000002]","[0.0, 0.0]","[0.5001325944372537, 0.5]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",0.001552447157949359,"[0.1524599426698085, 0.1524563955923613]","[0.0, 28.0, 0.0, 0.0]","[0.0, 0.0015532701437929299, 0.0, 0.0]",399972.0,"[40.0, 40.0, 40.0]"
qwen3.8-27b,coding,8,40,1,kv_only,1.2,20,1,complete,0.0015497038718041245,0.001555190444094594,0.001555190444094594,0.001555190444094594,0.001555190444094594,5.486572290469439e-06,1.0,28.0,28.0,28.0,"[0.9934209024000002, 0.0, 0.9934209024000002]","[0.0, 0.0]","[0.4167771620310445, 0.41666666666666685]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",0.001552447157949359,"[0.1524599426698085, 0.1524563955923613]","[0.0, 28.0, 0.0, 0.0]","[0.0, 0.0015532701437929299, 0.0, 0.0]",399972.0,"[40.0, 40.0, 40.0]"
qwen3.8-27b,coding,8,40,1,replay_only,0.8,20,1,complete,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.07229529439999999, 0.058703472, 0.1309987664]","[0.2671936503240758, 0.18596949170136867]","[0.702737669591137, 0.7974707413811369]","[25397.786124681817, 18647.444444597168]","[43503.0, 31209.0]","[43503.0, 31209.0]","[0.0, 0.0]","[14003.409344671556, 13327.77824701166]",2.3435995931943197,"[0.16091497328881083, 0.15932472475658072]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",400000.0,"[40.0, 40.0, 40.0]"
qwen3.8-27b,coding,8,40,1,replay_only,1.0,20,1,complete,1.0270754527394506,1.0307117111380706,1.0307117111380706,1.0307117111380706,1.0307117111380706,0.0036362583986200626,0.0,24723.0,24723.0,24723.0,"[0.07229529439999999, 0.058703472, 0.1309987664]","[0.3924632089517743, 0.3057284993980777]","[0.5621901356729093, 0.6379765931049095]","[18284.922846866328, 6839.5167645681195]","[43503.0, 31209.0]","[35542.0, 14447.0]","[0.0, 0.0]","[2267.3130411115635, 2814.5772957601953]",2.3435995931943197,"[0.16091497328881083, 0.15932472475658072]","[7961.0, 0.0, 16762.0, 0.0]","[0.06550662951098075, 0.0, 0.9639323911875729, 0.0]",375277.0,"[40.0, 40.0, 40.0]"
qwen3.8-27b,coding,8,40,1,replay_only,1.2,20,1,complete,2.241061297790368,2.248995552225305,2.248995552225305,2.248995552225305,2.248995552225305,0.00793425443493668,0.0,72528.0,72528.0,72528.0,"[0.07229529439999999, 0.058703472, 0.1309987664]","[0.36227973997468776, 0.30168337109440124]","[0.46849177972742434, 0.5316471609207583]","[9794.885703368638, 2533.5212244036397]","[43503.0, 31209.0]","[2184.0, 0.0]","[0.0, 0.0]","[128.0742418491771, 4.652389584691718e-13]",2.3435995931943197,"[0.16091497328881083, 0.15932472475658072]","[41319.0, 0.0, 31209.0, 0.0]","[0.629899454684569, 0.0, 1.6163191084885076, 0.0]",327472.0,"[40.0, 40.0, 40.0]"
qwen3.8-27b,coding,8,40,1,isolated_fastest,0.8,20,1,complete,0.0015497038718041245,0.001555190444094594,0.001555190444094594,0.001555190444094594,0.001555190444094594,5.486572290469439e-06,1.0,28.0,28.0,28.0,"[0.9934209024000002, 0.0, 0.9934209024000002]","[0.0, 0.0]","[0.6251657430465671, 0.625]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",0.001552447157949359,"[0.1524599426698085, 0.1524563955923613]","[0.0, 28.0, 0.0, 0.0]","[0.0, 0.0015532701437929299, 0.0, 0.0]",399972.0,"[40.0, 40.0, 40.0]"
qwen3.8-27b,coding,8,40,1,isolated_fastest,1.0,20,1,complete,0.0015497038718041245,0.001555190444094594,0.001555190444094594,0.001555190444094594,0.001555190444094594,5.486572290469439e-06,1.0,28.0,28.0,28.0,"[0.9934209024000002, 0.0, 0.9934209024000002]","[0.0, 0.0]","[0.5001325944372537, 0.5]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",0.001552447157949359,"[0.1524599426698085, 0.1524563955923613]","[0.0, 28.0, 0.0, 0.0]","[0.0, 0.0015532701437929299, 0.0, 0.0]",399972.0,"[40.0, 40.0, 40.0]"
qwen3.8-27b,coding,8,40,1,isolated_fastest,1.2,20,1,complete,0.0015497038718041245,0.001555190444094594,0.001555190444094594,0.001555190444094594,0.001555190444094594,5.486572290469439e-06,1.0,28.0,28.0,28.0,"[0.9934209024000002, 0.0, 0.9934209024000002]","[0.0, 0.0]","[0.4167771620310445, 0.41666666666666685]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",0.001552447157949359,"[0.1524599426698085, 0.1524563955923613]","[0.0, 28.0, 0.0, 0.0]","[0.0, 0.0015532701437929299, 0.0, 0.0]",399972.0,"[40.0, 40.0, 40.0]"
qwen3.8-27b,coding,8,40,30,queue_haul,0.8,20,1,complete,1.8762135162513539e-06,1.8828560634350844e-06,1.8828560634350844e-06,1.8828560634350844e-06,1.8828560634350844e-06,6.642547183730585e-09,0.0,2.0,2.0,2.0,"[0.01874413114666667, 0.010445983266666672, 0.02919011441333334]","[3.4690709906379233e-06, 1.1324791175825877e-06]","[0.9999965028018065, 0.9999988567121557]","[4103697.019020544, 2398155.7400806374]","[139131.0, 81338.0]","[139131.0, 81338.0]","[0.0, 0.0]","[208410.17651702004, 106172.80970854734]",8.922551323409387,"[0.2135667379589048, 0.18444014161727296]","[0.0, 1.0, 0.0, 1.0]","[0.0, 9.402655859603895e-07, 0.0, 9.402655859603895e-07]",399998.0,"[40.0, 40.0, 40.0]"
qwen3.8-27b,coding,8,40,30,queue_haul,1.0,20,1,complete,7.04623696043312,7.071183460963049,7.071183460963049,7.071183460963049,7.071183460963049,0.024946500529929066,0.0,233341.0,233341.0,233341.0,"[0.021757495386666662, 0.9734210061466667, 0.9951785015333335]","[0.13097949612397947, 0.10457162499355291]","[0.8677984867294338, 0.8942761935809301]","[2173402.707147787, 1821290.4100956346]","[146364.0, 106952.0]","[13375.0, 6672.0]","[0.0, 0.0]","[1833.011824193328, 1728.2542736334976]",8.922551323409387,"[0.22414368176829713, 0.21039031236764322]","[132989.0, 1.0, 100280.0, 71.0]","[2.839847699105385, 9.402655859603895e-07, 4.214915919326291, 0.007687627080311994]",166659.0,"[40.0, 40.0, 40.0]"
qwen3.8-27b,coding,8,40,30,queue_haul,1.2,20,1,complete,8.90678453141243,8.938318115406345,8.938318115406345,8.938318115406345,8.938318115406345,0.03153358399391547,1.0,253388.0,253388.0,253388.0,"[0.02175749538666666, 0.9734210061466666, 0.9951785015333329]","[0.11016792000564586, 0.08810316209109054]","[0.7231654056078614, 0.7452301613174421]","[714926.280276647, 502567.39717256575]","[146364.0, 106952.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",8.922551323409387,"[0.22414368176829713, 0.21039031236764322]","[146364.0, 1.0, 106952.0, 71.0]","[4.30855392977625, 9.402655859603895e-07, 4.611038863886327, 0.007687627080311994]",146612.0,"[40.0, 40.0, 40.0]"
qwen3.8-27b,coding,8,40,30,greedy,0.8,20,1,complete,1.8762135162513539e-06,1.8828560634350844e-06,1.8828560634350844e-06,1.8828560634350844e-06,1.8828560634350844e-06,6.642547183730585e-09,0.0,2.0,2.0,2.0,"[0.031015334319999997, 0.006867161866666667, 0.037882496186666656]","[0.0016706346246721762, 4.431649934844644e-06]","[0.9983136834605493, 0.9999955285297235]","[5608069.746281939, 1557207.2902673339]","[191385.0, 52731.0]","[191385.0, 52731.0]","[0.0, 0.0]","[375023.4573734122, 48652.451031475]",8.922007349039175,"[0.26132058266194613, 0.16719665884324053]","[0.0, 0.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 1.880531171920779e-06]",399998.0,"[40.0, 40.0, 40.0]"
qwen3.8-27b,coding,8,40,30,greedy,1.0,20,1,complete,3.616721156491107,3.6295257977135993,3.6295257977135993,3.6295257977135993,3.6295257977135993,0.012804641222492325,0.0,216757.0,216757.0,216757.0,"[0.031015334319999997, 0.008558727946666667, 0.039574062266666675]","[0.19940569610749043, 0.0362842737958056]","[0.7986509467684395, 0.9633772727170717]","[2984579.7179893856, 1161536.7643866302]","[191385.0, 61947.0]","[20062.0, 16515.0]","[0.0, 0.0]","[2914.9832871005738, 507.65705838009615]",8.922007349039175,"[0.26132058266194613, 0.1731340756150126]","[171323.0, 0.0, 45432.0, 2.0]","[1.6265592087279577, 0.0, 1.998483084026597, 1.880531171920779e-06]",183243.0,"[40.0, 40.0, 40.0]"
qwen3.8-27b,coding,8,40,30,greedy,1.2,20,1,complete,8.906241518284181,8.937773179794169,8.937773179794169,8.937773179794169,8.937773179794169,0.031531661509986965,1.0,253334.0,253334.0,253334.0,"[0.031015334319999997, 0.008558727946666667, 0.039574062266666675]","[0.167790848582409, 0.030518926528938062]","[0.6655424556403664, 0.8028143939308932]","[1316666.3571079476, 114485.95917139605]","[191385.0, 61947.0]","[0.0, 0.0]","[0.0, 0.0]","[3.4555691641457997e-13, 2.3261947923458593e-14]",8.922007349039175,"[0.26132058266194613, 0.1731340756150126]","[191385.0, 0.0, 61947.0, 2.0]","[3.4985298677651966, 0.0, 5.4282053499693035, 1.880531171920779e-06]",146666.0,"[40.0, 40.0, 40.0]"
qwen3.8-27b,coding,8,40,30,kv_only,0.8,20,1,complete,0.047965473811811946,0.04813529079704588,0.04813529079704588,0.04813529079704588,0.04813529079704588,0.00016981698523393425,1.0,836.0,836.0,836.0,"[0.0, 0.99933487104, 0.99933487104]","[0.0, 0.0]","[0.625, 0.6301299760581606]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",0.048050382304428915,"[0.1524563955923613, 0.15256344140269423]","[0.0, 0.0, 0.0, 836.0]","[0.0, 0.0, 0.0, 0.04807585485221401]",399164.0,"[40.0, 40.0, 40.0]"
qwen3.8-27b,coding,8,40,30,kv_only,1.0,20,1,complete,0.047965473811811946,0.04813529079704588,0.04813529079704588,0.04813529079704588,0.04813529079704588,0.00016981698523393425,1.0,836.0,836.0,836.0,"[0.0, 0.99933487104, 0.99933487104]","[0.0, 0.0]","[0.5, 0.5041039808465283]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",0.048050382304428915,"[0.1524563955923613, 0.15256344140269423]","[0.0, 0.0, 0.0, 836.0]","[0.0, 0.0, 0.0, 0.04807585485221401]",399164.0,"[40.0, 40.0, 40.0]"
