episode,workload,arm,seed,session,phase,serving_role,prompt_tokens,cached_tokens,output_tokens,ttft_s,elapsed_s,after_first_token_s
episodes-coding_long-0-control-7102,coding_long,control,7102,5,control_baseline_materialization,destination,26511,26224,1,0.195957056,0.200726308,0.004769252
episodes-coding_long-0-control-7102,coding_long,control,7102,7,control_baseline_materialization,destination,25739,25536,1,0.246357566,0.250768997,0.004411431
episodes-coding_long-0-control-7102,coding_long,control,7102,4,control_baseline_materialization,destination,25810,25616,1,0.211423318,0.216451647,0.005028329
episodes-coding_long-0-control-7102,coding_long,control,7102,2,control_baseline_materialization,destination,26699,26544,1,0.161297783,0.166137859,0.004840076
episodes-coding_long-0-control-7102,coding_long,control,7102,0,control_baseline_materialization,destination,32091,31776,1,0.315033051,0.320665485,0.005632434
episodes-coding_long-0-control-7102,coding_long,control,7102,3,control_baseline_materialization,destination,25810,25616,1,0.225178868,0.229785016,0.004606148
episodes-coding_long-0-control-7102,coding_long,control,7102,1,control_baseline_materialization,destination,26227,26160,1,0.219716404,0.224358418,0.004642014
episodes-coding_long-0-control-7102,coding_long,control,7102,5,control_baseline_materialization,destination,26545,26496,1,0.211096878,0.21579106,0.004694182
episodes-coding_long-0-control-7102,coding_long,control,7102,7,control_baseline_materialization,destination,25788,25728,1,0.118643051,0.123445696,0.004802645
episodes-coding_long-0-control-7102,coding_long,control,7102,4,control_baseline_materialization,destination,25947,25808,1,0.13633917,0.140886296,0.004547126
episodes-coding_long-0-control-7102,coding_long,control,7102,2,control_baseline_materialization,destination,26769,26688,1,0.185979429,0.190851004,0.004871575
episodes-coding_long-0-control-7102,coding_long,control,7102,6,control_baseline_materialization,destination,27815,27568,1,0.201570898,0.206359998,0.0047891
episodes-coding_long-0-control-7102,coding_long,control,7102,3,control_baseline_materialization,destination,25947,25808,1,0.225468207,0.230010223,0.004542016
episodes-coding_long-0-control-7102,coding_long,control,7102,0,control_baseline_materialization,destination,2050,,1,0.187203981,0.187802815,0.000598834
episodes-coding_long-0-control-7102,coding_long,control,7102,1,control_baseline_materialization,destination,1726,,1,0.181376206,0.181963879,0.000587673
episodes-coding_long-0-control-7102,coding_long,control,7102,1,control_final_materialization,destination,1726,1712,1,0.168370549,0.168937193,0.000566644
episodes-coding_long-0-control-7102,coding_long,control,7102,0,control_final_materialization,destination,2050,2048,1,0.20637753,0.207068327,0.000690797
episodes-coding_long-0-control-7102,coding_long,control,7102,2,control_final_materialization,destination,26769,26768,1,0.329462091,0.333889582,0.004427491
episodes-coding_long-0-control-7102,coding_long,control,7102,3,control_final_materialization,destination,25947,25936,1,0.379823528,0.423579473,0.043755945
episodes-coding_long-0-control-7102,coding_long,control,7102,4,control_final_materialization,destination,25947,25936,1,0.390747335,0.418290968,0.027543633
episodes-coding_long-0-control-7102,coding_long,control,7102,5,control_final_materialization,destination,26545,26544,1,0.384177745,0.412001414,0.027823669
episodes-coding_long-0-control-7102,coding_long,control,7102,6,control_final_materialization,destination,27815,27808,1,0.377175303,0.405412618,0.028237315
episodes-coding_long-0-control-7102,coding_long,control,7102,7,control_final_materialization,destination,25788,25776,1,0.39966417,0.403747765,0.004083595
episodes-coding_long-0-kv_transfer-7101,coding_long,kv_transfer,7101,1,initial_source_export,source,30754,30752,10,0.49455206,0.685114121,0.190562061
episodes-coding_long-0-kv_transfer-7101,coding_long,kv_transfer,7101,6,initial_source_export,source,30815,30800,72,0.460547058,2.919761131,2.459214073
episodes-coding_long-0-kv_transfer-7101,coding_long,kv_transfer,7101,4,initial_source_export,source,30754,30752,111,0.475145386,4.378052826,3.90290744
episodes-coding_long-0-kv_transfer-7101,coding_long,kv_transfer,7101,0,initial_source_export,source,28274,28272,234,0.504285989,8.909195837,8.404909848
episodes-coding_long-0-kv_transfer-7101,coding_long,kv_transfer,7101,1,initial,destination,30754,30720,10,0.315698449,0.553790418,0.238091969
episodes-coding_long-0-kv_transfer-7101,coding_long,kv_transfer,7101,1,catch_up_source_export,source,30754,30752,10,0.143101575,0.451195169,0.308093594
episodes-coding_long-0-kv_transfer-7101,coding_long,kv_transfer,7101,2,initial_source_export,source,2300,2288,512,0.513845221,19.329960848,18.816115627
episodes-coding_long-0-kv_transfer-7101,coding_long,kv_transfer,7101,5,initial_source_export,source,30187,30176,512,0.466130137,19.291427371,18.825297234
episodes-coding_long-0-kv_transfer-7101,coding_long,kv_transfer,7101,3,initial_source_export,source,26545,26544,512,0.485463082,19.327063547,18.841600465
episodes-coding_long-0-kv_transfer-7101,coding_long,kv_transfer,7101,7,initial_source_export,source,30187,30176,512,0.451775334,19.275252323,18.823476989
episodes-coding_long-0-kv_transfer-7101,coding_long,kv_transfer,7101,6,initial,destination,30815,30720,72,0.428119363,2.285445351,1.857325988
episodes-coding_long-0-kv_transfer-7101,coding_long,kv_transfer,7101,6,catch_up_source_export,source,31188,31184,512,0.138366847,19.052246619,18.913879772
episodes-coding_long-0-kv_transfer-7101,coding_long,kv_transfer,7101,1,catch_up,destination,30754,30752,10,0.185307329,0.421821572,0.236514243
episodes-coding_long-0-kv_transfer-7101,coding_long,kv_transfer,7101,4,initial,destination,30754,30720,512,0.240338213,15.580183074,15.339844861
episodes-coding_long-0-kv_transfer-7101,coding_long,kv_transfer,7101,0,initial,destination,28274,28160,512,0.300839021,15.639187143,15.338348122
episodes-coding_long-0-kv_transfer-7101,coding_long,kv_transfer,7101,0,catch_up_source_export,source,30203,30192,1,0.13483156,0.140332686,0.005501126
episodes-coding_long-0-kv_transfer-7101,coding_long,kv_transfer,7101,4,catch_up_source_export,source,31134,31120,512,0.175553028,18.480472465,18.304919437
episodes-coding_long-0-kv_transfer-7101,coding_long,kv_transfer,7101,2,initial,destination,2300,2048,512,0.199375233,15.254111049,15.054735816
episodes-coding_long-0-kv_transfer-7101,coding_long,kv_transfer,7101,2,catch_up_source_export,source,14511,14496,89,0.09959861,3.334177315,3.234578705
episodes-coding_long-0-kv_transfer-7101,coding_long,kv_transfer,7101,5,initial,destination,30187,29952,512,0.328114397,15.266035984,14.937921587
episodes-coding_long-0-kv_transfer-7101,coding_long,kv_transfer,7101,3,initial,destination,26545,26368,512,0.314884152,16.01222787,15.697343718
episodes-coding_long-0-kv_transfer-7101,coding_long,kv_transfer,7101,0,catch_up,destination,30203,29952,1,0.34082479,0.346628034,0.005803244
episodes-coding_long-0-kv_transfer-7101,coding_long,kv_transfer,7101,5,catch_up_source_export,source,1708,1696,512,0.07747585,18.615959639,18.538483789
episodes-coding_long-0-kv_transfer-7101,coding_long,kv_transfer,7101,6,catch_up,destination,31188,30976,512,0.28699533,16.685692719,16.398697389
episodes-coding_long-0-kv_transfer-7101,coding_long,kv_transfer,7101,7,initial,destination,30187,29952,512,0.322867694,16.76708939,16.444221696
episodes-coding_long-0-kv_transfer-7101,coding_long,kv_transfer,7101,7,catch_up_source_export,source,1813,1808,96,0.117975272,3.487056934,3.369081662
episodes-coding_long-0-kv_transfer-7101,coding_long,kv_transfer,7101,3,catch_up_source_export,source,28274,28272,512,0.127244858,18.391995977,18.264751119
episodes-coding_long-0-kv_transfer-7101,coding_long,kv_transfer,7101,7,catch_up,destination,1813,1792,96,0.208708362,2.930903305,2.722194943
episodes-coding_long-0-kv_transfer-7101,coding_long,kv_transfer,7101,5,catch_up,destination,1708,1536,297,0.357375451,8.798105711,8.44073026
episodes-coding_long-0-kv_transfer-7101,coding_long,kv_transfer,7101,4,catch_up,destination,31134,30976,512,0.358162277,15.818425143,15.460262866
episodes-coding_long-0-kv_transfer-7101,coding_long,kv_transfer,7101,2,catch_up,destination,14511,14336,512,0.2462457,15.373948841,15.127703141
episodes-coding_long-0-kv_transfer-7101,coding_long,kv_transfer,7101,3,catch_up,destination,28274,28160,512,0.259484378,15.369173979,15.109689601
episodes-coding_long-0-kv_transfer-7102,coding_long,kv_transfer,7102,0,initial_source_export,source,2050,2048,112,0.324374969,4.533740316,4.209365347
episodes-coding_long-0-kv_transfer-7102,coding_long,kv_transfer,7102,0,initial,destination,2050,2048,108,0.16526481,3.137674578,2.972409768
episodes-coding_long-0-kv_transfer-7102,coding_long,kv_transfer,7102,1,initial_source_export,source,1726,1712,512,0.32362493,18.715411947,18.391787017
episodes-coding_long-0-kv_transfer-7102,coding_long,kv_transfer,7102,3,initial_source_export,source,25947,25936,512,0.557185379,18.726618162,18.169432783
episodes-coding_long-0-kv_transfer-7102,coding_long,kv_transfer,7102,4,initial_source_export,source,25947,25936,512,0.549179375,18.720579389,18.171400014
episodes-coding_long-0-kv_transfer-7102,coding_long,kv_transfer,7102,6,initial_source_export,source,27815,27808,512,0.530028792,18.698173479,18.168144687
episodes-coding_long-0-kv_transfer-7102,coding_long,kv_transfer,7102,5,initial_source_export,source,26545,26544,512,0.53867045,18.717604575,18.178934125
episodes-coding_long-0-kv_transfer-7102,coding_long,kv_transfer,7102,7,initial_source_export,source,25788,25776,512,0.495503689,18.698372086,18.202868397
episodes-coding_long-0-kv_transfer-7102,coding_long,kv_transfer,7102,2,initial_source_export,source,26769,26768,512,0.565334962,18.768970138,18.203635176
episodes-coding_long-0-kv_transfer-7102,coding_long,kv_transfer,7102,1,initial,destination,1726,1536,157,0.139491578,4.64874235,4.509250772
episodes-coding_long-0-kv_transfer-7102,coding_long,kv_transfer,7102,0,catch_up_source_export,source,2050,2048,512,0.102554782,18.304083784,18.201529002
episodes-coding_long-0-kv_transfer-7102,coding_long,kv_transfer,7102,1,catch_up_source_export,source,2300,2288,512,0.108779703,19.06521175,18.956432047
episodes-coding_long-0-kv_transfer-7102,coding_long,kv_transfer,7102,3,initial,destination,25947,25856,512,0.230768038,15.244289248,15.01352121
episodes-coding_long-0-kv_transfer-7102,coding_long,kv_transfer,7102,4,initial,destination,25947,25856,512,0.321931528,15.200052644,14.878121116
episodes-coding_long-0-kv_transfer-7102,coding_long,kv_transfer,7102,3,catch_up_source_export,source,26067,26064,512,0.12219078,18.877574674,18.755383894
episodes-coding_long-0-kv_transfer-7102,coding_long,kv_transfer,7102,6,initial,destination,27815,27648,512,0.292800173,15.084534941,14.791734768
episodes-coding_long-0-kv_transfer-7102,coding_long,kv_transfer,7102,4,catch_up_source_export,source,26116,26112,512,0.160338708,18.689856703,18.529517995
episodes-coding_long-0-kv_transfer-7102,coding_long,kv_transfer,7102,5,initial,destination,26545,26368,512,0.309906441,15.124580224,14.814673783
episodes-coding_long-0-kv_transfer-7102,coding_long,kv_transfer,7102,6,catch_up_source_export,source,4112,4096,512,0.090402915,18.858180965,18.76777805
episodes-coding_long-0-kv_transfer-7102,coding_long,kv_transfer,7102,7,initial,destination,25788,25600,512,0.301586646,15.137868916,14.83628227
episodes-coding_long-0-kv_transfer-7102,coding_long,kv_transfer,7102,5,catch_up_source_export,source,27893,27888,512,0.143438936,18.825162792,18.681723856
episodes-coding_long-0-kv_transfer-7102,coding_long,kv_transfer,7102,0,catch_up,destination,2050,2048,512,0.13922452,15.227358628,15.088134108
episodes-coding_long-0-kv_transfer-7102,coding_long,kv_transfer,7102,2,initial,destination,26769,26624,512,0.336195652,15.345200529,15.009004877
episodes-coding_long-0-kv_transfer-7102,coding_long,kv_transfer,7102,6,catch_up,destination,4112,4096,127,0.210906881,3.893789231,3.68288235
episodes-coding_long-0-kv_transfer-7102,coding_long,kv_transfer,7102,3,catch_up,destination,26067,25936,512,0.190208475,15.080320335,14.89011186
episodes-coding_long-0-kv_transfer-7102,coding_long,kv_transfer,7102,7,catch_up_source_export,source,26520,26512,512,0.153669797,18.675295372,18.521625575
episodes-coding_long-0-kv_transfer-7102,coding_long,kv_transfer,7102,7,catch_up,destination,26520,26368,84,0.240548535,2.555339369,2.314790834
episodes-coding_long-0-kv_transfer-7102,coding_long,kv_transfer,7102,1,catch_up,destination,2300,2048,512,0.215348315,14.866617473,14.651269158
episodes-coding_long-0-kv_transfer-7102,coding_long,kv_transfer,7102,4,catch_up,destination,26116,26112,512,0.252115892,14.904402086,14.652286194
episodes-coding_long-0-kv_transfer-7102,coding_long,kv_transfer,7102,5,catch_up,destination,27893,27648,512,0.258139368,15.883660227,15.625520859
episodes-coding_long-0-kv_transfer-7102,coding_long,kv_transfer,7102,2,catch_up_source_export,source,27064,27056,512,0.14852484,18.26099723,18.11247239
episodes-coding_long-0-kv_transfer-7102,coding_long,kv_transfer,7102,2,catch_up,destination,27064,26880,512,0.268830371,14.624681117,14.355850746
episodes-coding_long-0-replay-7101,coding_long,replay,7101,1,initial,destination,30754,,10,8.487190788,17.934878877,9.447688089
episodes-coding_long-0-replay-7101,coding_long,replay,7101,6,initial,destination,30815,,72,23.70165158,29.599134438,5.897482858
episodes-coding_long-0-replay-7101,coding_long,replay,7101,4,initial,destination,30754,,115,15.81083516,30.707242589,14.896407429
episodes-coding_long-0-replay-7101,coding_long,replay,7101,2,initial,destination,2300,,512,0.352925673,41.449185425,41.096259752
episodes-coding_long-0-replay-7101,coding_long,replay,7101,0,initial,destination,28274,,512,4.24700257,41.613704196,37.366701626
episodes-coding_long-0-replay-7101,coding_long,replay,7101,3,initial,destination,26545,,512,11.537491211,41.886168602,30.348677391
episodes-coding_long-0-replay-7101,coding_long,replay,7101,5,initial,destination,30187,,512,19.41404452,42.115012055,22.700967535
episodes-coding_long-0-replay-7101,coding_long,replay,7101,7,initial,destination,30187,,512,27.902959807,42.305888904,14.402929097
episodes-coding_long-0-replay-7101,coding_long,replay,7101,1,catch_up,destination,30815,30752,512,10.101223773,24.446408427,14.345184654
episodes-coding_long-0-replay-7101,coding_long,replay,7101,6,catch_up,destination,31188,30800,512,0.299145255,14.942515468,14.643370213
episodes-coding_long-0-replay-7101,coding_long,replay,7101,4,catch_up,destination,30815,30752,512,0.205159113,14.943361665,14.738202552
episodes-coding_long-0-replay-7101,coding_long,replay,7101,2,catch_up,destination,2737,2288,512,0.165791706,14.918806632,14.753014926
episodes-coding_long-0-replay-7101,coding_long,replay,7101,0,catch_up,destination,28817,28272,512,0.302132084,15.145155936,14.843023852
episodes-coding_long-0-replay-7101,coding_long,replay,7101,3,catch_up,destination,27091,26544,512,0.234276531,15.04281653,14.808539999
episodes-coding_long-0-replay-7101,coding_long,replay,7101,7,catch_up,destination,30777,30176,512,0.323458966,15.244122593,14.920663627
episodes-coding_long-0-replay-7101,coding_long,replay,7101,5,catch_up,destination,30777,30176,512,0.37677678,15.214656805,14.837880025
episodes-coding_long-0-replay-7102,coding_long,replay,7102,5,initial,destination,26545,,1,13.120871323,13.125659091,0.004787768
episodes-coding_long-0-replay-7102,coding_long,replay,7102,5,catch_up,destination,27091,26544,1,6.723035168,6.727709654,0.004674486
episodes-coding_long-0-replay-7102,coding_long,replay,7102,6,initial,destination,27815,,28,17.012968573,20.50817863,3.495210057
episodes-coding_long-0-replay-7102,coding_long,replay,7102,0,initial,destination,2050,,114,0.367287768,22.617641289,22.250353521
episodes-coding_long-0-replay-7102,coding_long,replay,7102,1,initial,destination,1726,,153,0.388031988,23.698023082,23.309991094
episodes-coding_long-0-replay-7102,coding_long,replay,7102,0,catch_up,destination,2096,2048,153,0.134558832,4.59968504,4.465126208
episodes-coding_long-0-replay-7102,coding_long,replay,7102,2,initial,destination,26769,,512,4.072700704,34.174029144,30.10132844
episodes-coding_long-0-replay-7102,coding_long,replay,7102,3,initial,destination,25947,,512,7.060147543,34.23155079,27.171403247
episodes-coding_long-0-replay-7102,coding_long,replay,7102,4,initial,destination,25947,,512,10.056050659,34.314203013,24.258152354
episodes-coding_long-0-replay-7102,coding_long,replay,7102,7,initial,destination,25788,,512,19.811189013,34.589716401,14.778527388
episodes-coding_long-0-replay-7102,coding_long,replay,7102,7,catch_up,destination,26166,25776,11,0.199321118,0.462839435,0.263518317
episodes-coding_long-0-replay-7102,coding_long,replay,7102,6,catch_up,destination,3047,,512,0.328297178,15.012396146,14.684098968
episodes-coding_long-0-replay-7102,coding_long,replay,7102,1,catch_up,destination,2300,1712,512,0.119168036,14.896360092,14.777192056
episodes-coding_long-0-replay-7102,coding_long,replay,7102,2,catch_up,destination,26955,26768,512,0.27079584,14.784195251,14.513399411
episodes-coding_long-0-replay-7102,coding_long,replay,7102,3,catch_up,destination,26009,25936,512,0.20807413,14.723000829,14.514926699
episodes-coding_long-0-replay-7102,coding_long,replay,7102,4,catch_up,destination,26067,25936,512,0.214767095,14.715548568,14.500781473
