model,workload,density,wan_gbps,deadline_s,policy,service_factor,draws,snapshots,status,p05_shed_mw,median_shed_mw,p95_shed_mw,median_shed_fraction,workload_p05_mw,workload_p95_mw,median_calibration_width_mw,full_plan_success,p05_completed_sessions,median_completed_sessions,p95_completed_sessions,mean_network_utilization,mean_migration_compute_utilization,mean_serving_utilization,mean_prefill_contention_session_s,mean_prefill_peak_ready_sessions,mean_prefill_ready_at_deadline,mean_prefill_network_blocked_at_deadline,mean_prefill_remaining_gpu_s,mean_planned_shed_mw,mean_kv_utilization,action_counts_mean,action_shed_mw_mean,mean_not_completed,network_budget_gbps_median
gpt-oss-20b,coding,8,reference,3600,queue_haul,1.0,4000,20,complete,11.87052686460882,12.00004583696497,12.007011045089971,1.0,11.877492072733821,12.000045836964974,0.13648418048114702,1.0,533328.0,533328.0,533328.0,"[0.8006630343256596, 0.8255948172529385, 0.8197079417299143]","[0.0014754216675039744, 0.001562776097852442]","[0.9000508206215402, 0.8999491793784579]","[4466402.898599498, 7539592.709984791]","[136733.41325, 217845.75675]","[0.0, 0.0]","[0.0, 0.0]","[4.484618791773809e-13, 3.795965197310761e-13]",11.938768954849396,"[0.0661466150120372, 0.06904914334030597]","[265605.65, 1194.0, 261924.1, 4604.25]","[5.953424151038225, 0.018428232998695355, 5.899262203483103, 0.07107297861812226]",0.0,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,8,reference,3600,queue_haul,1.2,4000,20,complete,11.87052686460882,12.00004583696497,12.007011045089971,1.0,11.877492072733821,12.000045836964974,0.13648418048114702,1.0,533328.0,533328.0,533328.0,"[0.8006630343256598, 0.8255948172529386, 0.8197079417299143]","[0.001229518056253313, 0.0013023134148770351]","[0.750042350517951, 0.749957649482049]","[810047.9281075019, 1732039.2020152695]","[100234.41175, 167549.829]","[0.0, 0.0]","[0.0, 0.0]","[1.0738190892034537e-12, 3.1606512112397624e-13]",11.938768954849396,"[0.0661466150120372, 0.06904914334030597]","[265605.65, 1194.0, 261924.1, 4604.25]","[5.953424151038225, 0.018428232998695355, 5.899262203483103, 0.07107297861812226]",0.0,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,8,reference,3600,greedy,0.8,4000,20,complete,0.0,0.0,0.00660259180075852,0.0,0.0,0.006606435043730676,0.0,0.0,0.0,0.0,122.64999999934707,"[0.0009847655032222333, 0.0035144134683328227, 0.0029760041504784452]","[6.327904623564822e-06, 7.211576166615627e-07]","[0.9999936706240558, 0.9999992784086779]","[256755642.9482358, 1553471517.4635935]","[71437.05, 432608.5]","[71317.1, 432608.5]","[0.0, 0.0]","[47197.57238500843, 820331.7247878881]",11.938768954849396,"[0.04147853440358533, 0.08957126996570006]","[120.2, 0.0, 0.0, 0.0]","[0.006614815903443113, 0.0, 0.0, 0.0]",533207.8,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,8,reference,3600,greedy,1.0,4000,20,complete,4.995024984015061,10.260192042277696,11.476583421037214,0.8559322916966164,5.046937412861255,11.470618473493781,0.11682121737956348,0.05,509840.1500000003,512799.5,523997.0999999973,"[0.001982192844525415, 0.0035260980270395773, 0.0031965422174616218]","[0.00037346828232097813, 0.0027462736524747986]","[0.9996262714295089, 0.8003737285704903]","[214532746.17903426, 8979246.375455212]","[99901.75, 290769.55825]","[18423.85, 0.0]","[0.0, 0.0]","[57.300701149779755, 4.860373482807808e-13]",11.938768954849396,"[0.04545163813152585, 0.0897441202208174]","[81479.65, 0.0, 433424.5, 0.0]","[4.8709083235372495, 0.0, 4.483899324208385, 0.0]",18423.85,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,8,reference,3600,greedy,1.2,4000,20,complete,11.87052686460882,12.00004583696497,12.007011045089971,1.0,11.87749207273382,12.000045836964972,0.13648418048114888,1.0,533328.0,533328.0,533328.0,"[0.001982192844525415, 0.0035260980270395773, 0.003196542217461621]","[0.000311422531358324, 0.0022885613770623307]","[0.8330218928579255, 0.6669781071420754]","[180666.51250939255, 3444055.6839152076]","[49866.4, 250005.3675]","[0.0, 0.0]","[0.0, 0.0]","[4.2439078293265986e-14, 3.505658905528231e-13]",11.938768954849396,"[0.04545163813152585, 0.0897441202208174]","[99903.5, 0.0, 433424.5, 0.0]","[7.458288241929758, 0.0, 4.483899324208385, 0.0]",0.0,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,8,reference,3600,kv_only,0.8,4000,20,complete,0.5931290921971271,2.0125935315706993,4.689720511733196,0.16766682742148997,1.1588513111262677,4.456108328416458,1.6922328666774298,0.29700000000000004,3779.0,22330.0,52200.0,"[0.9906396503214095, 0.9928927079484474, 0.9922168594939867]","[0.0, 0.0]","[0.7023304944288038, 0.8245223299301889]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",3.3216302516529717,"[0.037867679594835016, 0.0387648010165612]","[0.0, 6816.169499999999, 0.0, 18711.09175]","[0.0, 0.6154521085628677, 0.0, 1.7408422642131511]",507800.73875,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,8,reference,3600,kv_only,1.0,4000,20,complete,0.5931290921971271,2.0125935315706993,4.830392754888036,0.16766682742148997,1.1588513111262677,4.520680646942788,1.6922328666774298,0.32599999999999996,3779.0,22330.0,52200.0,"[0.9906396503214095, 0.9950339333954845, 0.9939211622913413]","[0.0, 0.0]","[0.561864395543043, 0.660713343533062]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",3.3216302516529717,"[0.037867679594835016, 0.038768980018116427]","[0.0, 6816.169499999999, 0.0, 18742.279749999998]","[0.0, 0.6154521085628677, 0.0, 1.7511633853238453]",507769.55075000005,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,8,reference,3600,kv_only,1.2,4000,20,complete,0.5931290921971271,2.0125935315706993,4.830392754888036,0.16766682742148997,1.1588513111262677,4.520680646942788,1.6922328666774298,0.32599999999999996,3779.0,22330.0,52200.0,"[0.9906396503214095, 0.9950339333954845, 0.9939211622913413]","[0.0, 0.0]","[0.46822032961920257, 0.5505944529442186]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",3.3216302516529717,"[0.037867679594835016, 0.038768980018116427]","[0.0, 6816.169499999999, 0.0, 18742.279749999998]","[0.0, 0.6154521085628677, 0.0, 1.7511633853238453]",507769.55075000005,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,8,reference,3600,replay_only,0.8,4000,20,complete,0.0,0.0,0.00660259180075852,0.0,0.0,0.006606435043730676,0.0,0.0,0.0,0.0,122.64999999934707,"[0.0009847655032222333, 0.0035144134683328227, 0.0029760041504784452]","[6.327904623564822e-06, 7.211576166615627e-07]","[0.9999936706240558, 0.9999992784086779]","[256755642.9482358, 1553471517.4635935]","[71437.05, 432608.5]","[71317.1, 432608.5]","[0.0, 0.0]","[47197.57238500843, 820331.7247878881]",11.938768954849396,"[0.04147853440358533, 0.08957126996570006]","[120.2, 0.0, 0.0, 0.0]","[0.006614815903443113, 0.0, 0.0, 0.0]",533207.8,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,8,reference,3600,replay_only,1.0,4000,20,complete,4.995024984015061,10.260192042277696,11.476583421037214,0.8559322916966164,5.046937412861255,11.470618473493781,0.11682121737956348,0.05,509840.1500000003,512799.5,523997.0999999973,"[0.001982192844525415, 0.0035260980270395773, 0.0031965422174616218]","[0.00037346828232097813, 0.0027462736524747986]","[0.9996262714295089, 0.8003737285704903]","[214532746.17903426, 8979246.375455212]","[99901.75, 290769.55825]","[18423.85, 0.0]","[0.0, 0.0]","[57.300701149779755, 4.860373482807808e-13]",11.938768954849396,"[0.04545163813152585, 0.0897441202208174]","[81479.65, 0.0, 433424.5, 0.0]","[4.8709083235372495, 0.0, 4.483899324208385, 0.0]",18423.85,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,8,reference,3600,replay_only,1.2,4000,20,complete,11.87052686460882,12.00004583696497,12.007011045089971,1.0,11.87749207273382,12.000045836964972,0.13648418048114888,1.0,533328.0,533328.0,533328.0,"[0.001982192844525415, 0.0035260980270395773, 0.003196542217461621]","[0.000311422531358324, 0.0022885613770623307]","[0.8330218928579255, 0.6669781071420754]","[180666.51250939255, 3444055.6839152076]","[49866.4, 250005.3675]","[0.0, 0.0]","[0.0, 0.0]","[4.2439078293265986e-14, 3.505658905528231e-13]",11.938768954849396,"[0.04545163813152585, 0.0897441202208174]","[99903.5, 0.0, 433424.5, 0.0]","[7.458288241929758, 0.0, 4.483899324208385, 0.0]",0.0,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,8,reference,3600,isolated_fastest,0.8,4000,20,complete,0.5931290921971271,2.0125935315706993,4.689720511733196,0.16766682742148997,1.1588513111262677,4.456108328416458,1.6922328666774298,0.29700000000000004,3779.0,22330.0,52200.0,"[0.9906396503214095, 0.9928927079484474, 0.9922168594939867]","[0.0, 0.0]","[0.7023304944288038, 0.8245223299301889]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",3.3216302516529717,"[0.037867679594835016, 0.0387648010165612]","[0.0, 6816.169499999999, 0.0, 18711.09175]","[0.0, 0.6154521085628677, 0.0, 1.7408422642131511]",507800.73875,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,8,reference,3600,isolated_fastest,1.0,4000,20,complete,0.5931290921971271,2.0125935315706993,4.830392754888036,0.16766682742148997,1.1588513111262677,4.520680646942788,1.6922328666774298,0.32599999999999996,3779.0,22330.0,52200.0,"[0.9906396503214095, 0.9950339333954845, 0.9939211622913413]","[0.0, 0.0]","[0.561864395543043, 0.660713343533062]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",3.3216302516529717,"[0.037867679594835016, 0.038768980018116427]","[0.0, 6816.169499999999, 0.0, 18742.279749999998]","[0.0, 0.6154521085628677, 0.0, 1.7511633853238453]",507769.55075000005,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,8,reference,3600,isolated_fastest,1.2,4000,20,complete,0.5931290921971271,2.0125935315706993,4.830392754888036,0.16766682742148997,1.1588513111262677,4.520680646942788,1.6922328666774298,0.32599999999999996,3779.0,22330.0,52200.0,"[0.9906396503214095, 0.9950339333954845, 0.9939211622913413]","[0.0, 0.0]","[0.46822032961920257, 0.5505944529442186]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",3.3216302516529717,"[0.037867679594835016, 0.038768980018116427]","[0.0, 6816.169499999999, 0.0, 18742.279749999998]","[0.0, 0.6154521085628677, 0.0, 1.7511633853238453]",507769.55075000005,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,8,10,1,queue_haul,0.8,4000,20,complete,0.0,0.026777742449194602,1.6675106882038182,0.0022479455962051906,0.0,1.6680925984447381,0.0003415139306431871,0.0,0.0,6343.0,44247.74999999991,"[0.523107178492145, 0.42340087172962393, 0.9465080502217684]","[0.06912143292549057, 0.04343661382466822]","[0.823548103522523, 0.8589416718047976]","[10138.656177691919, 8697.02120017634]","[49206.05, 37816.15]","[47408.65, 35924.0]","[0.0, 0.0]","[22379.13873827725, 17258.130504528934]",5.184092782475667,"[0.03996903580241497, 0.03936964379927993]","[7131.2, 0.25, 6842.2, 0.24900000000000003]","[0.14980156535962325, 1.0095184685832308e-06, 0.2449742974349112, 1.6106365228390288e-05]",519354.10099999997,"[10.0, 10.0, 10.0]"
gpt-oss-20b,coding,8,10,1,queue_haul,1.0,4000,20,complete,0.00015684763271928568,0.9048003011051359,2.732956726442551,0.07579203010676361,0.00015862315103184758,2.7315369585095985,0.010464205885370495,0.05,6.0,22372.5,48243.84999998843,"[0.5229758672053022, 0.4353908265296239, 0.9583666937349253]","[0.10912759835200392, 0.08572500730340542]","[0.658838482818017, 0.6885402328322219]","[4215.366196535551, 3032.20460978478]","[44202.4, 32481.3]","[38328.2, 28371.95]","[0.0, 0.0]","[14314.65007681571, 10461.405198104358]",5.184092782475667,"[0.03996903580241497, 0.039375100187950235]","[16211.65, 0.25, 14458.7, 0.29900000000000004]","[0.28708225130257886, 1.0095184685832308e-06, 0.604101241911574, 3.161549269900738e-05]",502657.10099999997,"[10.0, 10.0, 10.0]"
gpt-oss-20b,coding,8,10,1,queue_haul,1.2,4000,20,complete,0.00015828334874912246,1.1991758976787987,3.1417977565726924,0.10049177164242117,0.00016005803420986864,3.1422556966234536,0.013715537097714493,0.05,7.0,44579.5,89641.14999999388,"[0.5229758672053022, 0.4353908265296239, 0.9583666937349253]","[0.11515903051535355, 0.0904178838198254]","[0.5490320690150144, 0.5737835273601849]","[1803.0005107823558, 949.7950377150895]","[42201.7, 32481.1]","[31235.15, 20673.05]","[0.0, 0.0]","[10314.266862122111, 7452.49180309519]",5.184092782475667,"[0.03996903580241497, 0.039375100187950235]","[23304.7, 0.25, 22157.6, 0.29900000000000004]","[0.481806147961272, 1.0095184685832308e-06, 0.9905776784469958, 3.161549269900738e-05]",487865.15099999995,"[10.0, 10.0, 10.0]"
gpt-oss-20b,coding,8,10,1,greedy,0.8,4000,20,complete,0.0,4.877910678188967e-05,1.0299403789046595,4.091683746769293e-06,0.0,1.0263239604729681,5.584501029658426e-07,0.0,0.0,5.5,23538.149999994057,"[0.4518876142517264, 0.5150998661799961, 0.9669874804317227]","[0.042888307295860864, 0.06344374369771069]","[0.9095408952891966, 0.7725165035932668]","[12509.801084861536, 7674.998620485145]","[46357.65, 44025.55]","[44980.45, 43389.4]","[0.0, 0.0]","[19112.88879931665, 20926.983127709536]",5.183670641388884,"[0.03954570053247787, 0.039786967556766376]","[4428.75, 0.55, 3605.8, 0.55]","[0.24500432574763242, 1.8228056496450158e-06, 0.013629374064395404, 5.690628773117e-06]",525292.35,"[10.0, 10.0, 10.0]"
gpt-oss-20b,coding,8,10,1,greedy,1.0,4000,20,complete,7.548405382061432e-05,0.859391462871795,2.7329567264425507,0.07199963681426556,7.627229796455423e-05,2.731536958509598,0.0098268114255353,0.0,6.0,22372.5,46346.54999999427,"[0.4532647860917264, 0.5150998661799961, 0.9683646522717227]","[0.0974026626078223, 0.09982477048489205]","[0.7293372256992355, 0.6180132028746136]","[5526.795597538162, 3640.2927332055833]","[40528.05, 38498.15]","[33933.65, 33324.3]","[0.0, 0.0]","[11149.322357910958, 13470.300846903096]",5.183670641388884,"[0.03955236663212468, 0.039786967556766376]","[15554.35, 0.55, 13670.9, 0.55]","[0.658935410093258, 1.8228056496450158e-06, 0.21947242057002475, 5.690628773117e-06]",504101.65,"[10.0, 10.0, 10.0]"
gpt-oss-20b,coding,8,10,1,greedy,1.2,4000,20,complete,7.548405382061432e-05,1.1988991654470023,3.138022383673216,0.10046846352633446,7.627229796455423e-05,3.13843921562045,0.013712355908591765,0.05,7.900000000000034,44642.5,89641.0999999939,"[0.4532647860917264, 0.5150998661799961, 0.9683646522717227]","[0.10777258430590056, 0.10412063533290394]","[0.60778102141603, 0.5150110023955115]","[2163.4061390344373, 1016.0643352712175]","[37130.0, 35472.6]","[25449.95, 25927.95]","[0.0, 0.0]","[7517.539780766198, 9829.709554937379]",5.183670641388884,"[0.03955236663212468, 0.039786967556766376]","[24038.05, 0.55, 21067.25, 0.55]","[1.0258044133657245, 1.8228056496450158e-06, 0.3961072991127215, 5.690628773117e-06]",488221.6,"[10.0, 10.0, 10.0]"
gpt-oss-20b,coding,8,10,1,kv_only,0.8,4000,20,complete,4.9498248588376195e-05,0.0008370027636716638,0.0017184745824148338,6.974996387875105e-05,4.897013056616411e-05,0.0017026538477887012,1.1321127536427525e-05,0.8192499999999999,1.0,13.0,22.049999999999727,"[0.9713797215798584, 0.0, 0.9713797215798584]","[0.0, 0.0]","[0.6250896313759087, 0.625]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",0.0010700882880769682,"[0.037554749097410384, 0.037554377320095304]","[0.0, 11.827, 0.0, 0.0]","[0.0, 0.0008695068371773808, 0.0, 0.0]",533316.1730000001,"[10.0, 10.0, 10.0]"
gpt-oss-20b,coding,8,10,1,kv_only,1.0,4000,20,complete,4.9498248588376195e-05,0.0008370027636716638,0.0017184745824148338,6.974996387875105e-05,4.897013056616411e-05,0.0017026538477887012,1.1321127536427525e-05,0.8192499999999999,1.0,13.0,22.049999999999727,"[0.9713797215798584, 0.0, 0.9713797215798584]","[0.0, 0.0]","[0.5000717051007271, 0.5]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",0.0010700882880769682,"[0.037554749097410384, 0.037554377320095304]","[0.0, 11.827, 0.0, 0.0]","[0.0, 0.0008695068371773808, 0.0, 0.0]",533316.1730000001,"[10.0, 10.0, 10.0]"
gpt-oss-20b,coding,8,10,1,kv_only,1.2,4000,20,complete,4.9498248588376195e-05,0.0008370027636716638,0.0017184745824148338,6.974996387875105e-05,4.897013056616411e-05,0.0017026538477887012,1.1321127536427525e-05,0.8192499999999999,1.0,13.0,22.049999999999727,"[0.9713797215798584, 0.0, 0.9713797215798584]","[0.0, 0.0]","[0.4167264209172723, 0.4166666666666671]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",0.0010700882880769682,"[0.037554749097410384, 0.037554377320095304]","[0.0, 11.827, 0.0, 0.0]","[0.0, 0.0008695068371773808, 0.0, 0.0]",533316.1730000001,"[10.0, 10.0, 10.0]"
gpt-oss-20b,coding,8,10,1,replay_only,0.8,4000,20,complete,0.0,4.382194965014652e-05,1.0299403789046595,3.6769266915173837e-06,0.0,1.0263239604729681,5.018423261810092e-07,0.0,0.0,3.5,23538.149999994057,"[0.48602505488000014, 0.3875855746400001, 0.8736106295199999]","[0.07545062041838228, 0.034024754124876856]","[0.7787850216202791, 0.9033088870482094]","[9672.398062013735, 10333.989344863414]","[48260.55, 41931.65]","[46530.65, 41648.2]","[0.0, 0.0]","[21286.313734916104, 18537.38002193997]",5.18410652328883,"[0.039906946079184616, 0.03943045696911033]","[5802.9, 0.0, 3335.0, 0.0]","[0.05979076270433401, 0.0, 0.20263534881760858, 0.0]",524190.1,"[10.0, 10.0, 10.0]"
gpt-oss-20b,coding,8,10,1,replay_only,1.0,4000,20,complete,5.556701603548873e-05,0.859391462871795,2.7329566019675817,0.07199963681426556,5.6155626043847785e-05,2.731536833961591,0.0098268114255353,0.0,3.0,32106.0,46339.84999999427,"[0.48602505488000014, 0.3889627464800003, 0.8749878013599999]","[0.11569386104941086, 0.0831743786861497]","[0.6230280172962226, 0.7243516191064464]","[4523.801670416913, 4491.3795011632255]","[42733.1, 36102.05]","[34244.85, 32822.0]","[0.0, 0.0]","[13340.196895862366, 11164.740003374382]",5.18410652328883,"[0.039906946079184616, 0.03943712306875714]","[18088.7, 0.0, 12240.0, 0.0]","[0.2850924268444245, 0.0, 0.5971085498203363, 0.0]",502999.3,"[10.0, 10.0, 10.0]"
gpt-oss-20b,coding,8,10,1,replay_only,1.2,4000,20,complete,5.556701603548873e-05,1.198890239940287,3.1417904750694867,0.10046771162148499,5.6155626043847785e-05,3.142248420552051,0.013712253285474726,0.05,3.950000000000017,44642.5,89640.14999999388,"[0.48602505488000014, 0.3889627464800003, 0.8749878013599999]","[0.117653391827056, 0.09601215533785842]","[0.5191900144135193, 0.6036263492553722]","[1357.207395778894, 1788.0101968832791]","[38613.75, 33797.75]","[25736.9, 25449.95]","[0.0, 0.0]","[9700.722177609488, 7523.956262967357]",5.18410652328883,"[0.039906946079184616, 0.03943712306875714]","[26596.65, 0.0, 19612.05, 0.0]","[0.4743287628967882, 0.0, 0.9513752453272777, 0.0]",487119.3,"[10.0, 10.0, 10.0]"
gpt-oss-20b,coding,8,10,1,isolated_fastest,0.8,4000,20,complete,4.9498248588376195e-05,0.0008370027636716638,0.0017184745824148338,6.974996387875105e-05,4.897013056616411e-05,0.0017026538477887012,1.1321127536427525e-05,0.8192499999999999,1.0,13.0,22.049999999999727,"[0.9713797215798584, 0.0, 0.9713797215798584]","[0.0, 0.0]","[0.6250896313759087, 0.625]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",0.0010700882880769682,"[0.037554749097410384, 0.037554377320095304]","[0.0, 11.827, 0.0, 0.0]","[0.0, 0.0008695068371773808, 0.0, 0.0]",533316.1730000001,"[10.0, 10.0, 10.0]"
gpt-oss-20b,coding,8,10,1,isolated_fastest,1.0,4000,20,complete,4.9498248588376195e-05,0.0008370027636716638,0.0017184745824148338,6.974996387875105e-05,4.897013056616411e-05,0.0017026538477887012,1.1321127536427525e-05,0.8192499999999999,1.0,13.0,22.049999999999727,"[0.9713797215798584, 0.0, 0.9713797215798584]","[0.0, 0.0]","[0.5000717051007271, 0.5]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",0.0010700882880769682,"[0.037554749097410384, 0.037554377320095304]","[0.0, 11.827, 0.0, 0.0]","[0.0, 0.0008695068371773808, 0.0, 0.0]",533316.1730000001,"[10.0, 10.0, 10.0]"
gpt-oss-20b,coding,8,10,1,isolated_fastest,1.2,4000,20,complete,4.9498248588376195e-05,0.0008370027636716638,0.0017184745824148338,6.974996387875105e-05,4.897013056616411e-05,0.0017026538477887012,1.1321127536427525e-05,0.8192499999999999,1.0,13.0,22.049999999999727,"[0.9713797215798584, 0.0, 0.9713797215798584]","[0.0, 0.0]","[0.4167264209172723, 0.4166666666666671]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",0.0010700882880769682,"[0.037554749097410384, 0.037554377320095304]","[0.0, 11.827, 0.0, 0.0]","[0.0, 0.0008695068371773808, 0.0, 0.0]",533316.1730000001,"[10.0, 10.0, 10.0]"
