model,workload,density,wan_gbps,deadline_s,policy,service_factor,evaluation,draws,snapshots,status,p05_shed_mw,median_shed_mw,p95_shed_mw,workload_p05_mw,workload_p95_mw,median_calibration_width_mw,network_budget_gbps_median,action_counts_mean,action_shed_mw_mean,mean_not_selected
gpt-oss-20b,coding,8,400,10,isolated_fastest,1.0,nominal_volume,4000,20,complete,0.238302198402226,0.40993685254857226,0.697449437600438,0.24082061136390662,0.6910341152573799,0.004688426694691443,"[400.0, 400.0, 400.0]","[0.0, 2466.95, 0.0, 2466.95]","[0.0, 0.22499138566736573, 0.0, 0.224998644890746]",528394.1
gpt-oss-20b,coding,8,400,30,lp_bound,1.0,nominal_volume,4000,20,complete,11.162383834604682,11.621197660451092,11.857127118997113,11.248178720908715,11.860492369954494,0.13284367192939017,"[400.0, 400.0, 400.0]",,,
gpt-oss-20b,coding,8,400,30,lp_plan,1.0,nominal_volume,4000,20,complete,11.162368188944418,11.620941331311892,11.856943694750857,11.248109727806913,11.860303894983282,0.13284275805088133,"[400.0, 400.0, 400.0]","[199949.75, 674.8, 181497.3, 1521.45]","[5.75016126053313, 0.013641934043098979, 5.750441268913376, 0.029637657978569005]",149684.7
gpt-oss-20b,coding,8,400,30,greedy,1.0,nominal_volume,4000,20,complete,11.137633845302211,11.609976500670257,11.85211234794926,11.230144203383881,11.855495962683658,0.13266763439774512,"[400.0, 400.0, 400.0]","[189964.45, 116.1, 189968.55, 116.65]","[5.7643332873538276, 0.0010931508238229742, 5.764329576142808, 0.0010932424328961299]",153162.25
gpt-oss-20b,coding,8,400,30,kv_only,1.0,nominal_volume,4000,20,complete,0.6694434622220518,1.2299871438648453,2.0673239304312556,0.6765026411054397,2.04779960448653,0.014067298814521404,"[400.0, 400.0, 400.0]","[0.0, 7115.7, 0.0, 7115.65]","[0.0, 0.6567784528021862, 0.0, 0.6567641452823971]",519096.65
gpt-oss-20b,coding,8,400,30,replay_only,1.0,nominal_volume,4000,20,complete,11.13653395115294,11.609963067282196,11.85208277400228,11.22904816261913,11.85546735678611,0.13266759414864146,"[400.0, 400.0, 400.0]","[189996.65, 0.0, 190000.8, 0.0]","[5.7647420927940605, 0.0, 5.764738590890867, 0.0]",153330.55
gpt-oss-20b,coding,8,400,30,isolated_fastest,1.0,nominal_volume,4000,20,complete,0.6694434622220518,1.2299871438648453,2.0673239304312556,0.6765026411054397,2.04779960448653,0.014067298814521404,"[400.0, 400.0, 400.0]","[0.0, 7115.7, 0.0, 7115.65]","[0.0, 0.6567784528021862, 0.0, 0.6567641452823971]",519096.65
gpt-oss-20b,coding,8,400,60,lp_bound,1.0,nominal_volume,4000,20,complete,11.841332776686032,11.963513443817606,12.007011045089971,11.877454160895585,12.000045836964972,0.13648418048114702,"[400.0, 400.0, 400.0]",,,
gpt-oss-20b,coding,8,400,60,lp_plan,1.0,nominal_volume,4000,20,complete,11.84123818992736,11.963417881098415,12.00701104508997,11.877448991968006,12.000045836964974,0.13648418048114702,"[400.0, 400.0, 400.0]","[268022.95, 224.7, 254911.75, 4052.95]","[5.993504771854718, 0.0005409769987791566, 5.874548017051412, 0.0652522496386233]",6115.65
gpt-oss-20b,coding,8,400,60,greedy,1.0,nominal_volume,4000,20,complete,11.831143953993534,11.953219491307602,12.00701104508997,11.877311405784129,12.000045836964972,0.13648418048114702,"[400.0, 400.0, 400.0]","[262509.8, 170.55, 262507.0, 170.25]","[5.965567276750726, 0.00017429784764070506, 5.965568554724399, 0.0001742700608195604]",7970.4
gpt-oss-20b,coding,8,400,60,kv_only,1.0,nominal_volume,4000,20,complete,1.1155110539675979,2.2940908059634872,3.6903291634146815,1.1272741918001208,3.6546918730338285,0.026227303096011515,"[400.0, 400.0, 400.0]","[0.0, 11904.4, 0.0, 11904.45]","[0.0, 1.1354976581321081, 0.0, 1.135504691083701]",509519.15
gpt-oss-20b,coding,8,400,60,replay_only,1.0,nominal_volume,4000,20,complete,11.831136430286074,11.953211889969387,12.00701104508997,11.87731041836953,12.000045836964972,0.13648418048114702,"[400.0, 400.0, 400.0]","[262529.45, 0.0, 262526.6, 0.0]","[5.965587354806133, 0.0, 5.96558858332978, 0.0]",8271.95
gpt-oss-20b,coding,8,400,60,isolated_fastest,1.0,nominal_volume,4000,20,complete,1.1155110539675979,2.2940908059634872,3.6903291634146815,1.1272741918001208,3.6546918730338285,0.026227303096011515,"[400.0, 400.0, 400.0]","[0.0, 11904.4, 0.0, 11904.45]","[0.0, 1.1354976581321081, 0.0, 1.135504691083701]",509519.15
gpt-oss-20b,coding,8,400,120,lp_bound,1.0,nominal_volume,4000,20,complete,11.870526864608822,12.00004583696497,12.007011045089971,11.877492072733821,12.000045836964972,0.13648418048114888,"[400.0, 400.0, 400.0]",,,
gpt-oss-20b,coding,8,400,120,lp_plan,1.0,nominal_volume,4000,20,complete,11.870526864608822,12.000045836964969,12.00701104508997,11.877492072733823,12.000045836964974,0.13648418048114702,"[400.0, 400.0, 400.0]","[273245.05, 409.55, 252292.35, 7381.05]","[5.980177372080896, 0.0009863166718510105, 5.842025844187757, 0.11899803319764791]",0.0
gpt-oss-20b,coding,8,400,120,greedy,1.0,nominal_volume,4000,20,complete,11.870526864608822,12.000045836964967,12.00701104508997,11.87749207273382,12.000045836964972,0.13648418048114702,"[400.0, 400.0, 400.0]","[266664.1, 0.0, 266663.9, 0.0]","[5.971093705855485, 0.0, 5.971093860282657, 0.0]",0.0
gpt-oss-20b,coding,8,400,120,kv_only,1.0,nominal_volume,4000,20,complete,1.6030971644352678,3.75986506460232,6.905498468688206,1.6198918252635988,6.901917406304403,0.042990269490436654,"[400.0, 400.0, 400.0]","[0.0, 19372.95, 0.0, 19372.8]","[0.0, 1.9153921032136463, 0.0, 1.9153698433123003]",494582.25
gpt-oss-20b,coding,8,400,120,replay_only,1.0,nominal_volume,4000,20,complete,11.870526864608822,12.000045836964967,12.00701104508997,11.87749207273382,12.000045836964972,0.13648418048114702,"[400.0, 400.0, 400.0]","[266664.1, 0.0, 266663.9, 0.0]","[5.971093705855485, 0.0, 5.971093860282657, 0.0]",0.0
gpt-oss-20b,coding,8,400,120,isolated_fastest,1.0,nominal_volume,4000,20,complete,1.6030971644352678,3.75986506460232,6.905498468688206,1.6198918252635988,6.901917406304403,0.042990269490436654,"[400.0, 400.0, 400.0]","[0.0, 19372.95, 0.0, 19372.8]","[0.0, 1.9153921032136463, 0.0, 1.9153698433123003]",494582.25
gpt-oss-20b,coding,8,400,300,lp_bound,1.0,nominal_volume,4000,20,complete,11.87052686460882,12.00004583696497,12.007011045089975,11.877492072733821,12.000045836964976,0.13648418048114888,"[400.0, 400.0, 400.0]",,,
gpt-oss-20b,coding,8,400,300,lp_plan,1.0,nominal_volume,4000,20,complete,11.870526864608818,12.000045836964969,12.007011045089973,11.877492072733823,12.000045836964974,0.13648418048114702,"[400.0, 400.0, 400.0]","[266341.9, 0.0, 248702.0, 18284.1]","[5.982891307551144, 0.0, 5.677340103243699, 0.2819561553433054]",0.0
gpt-oss-20b,coding,8,400,300,greedy,1.0,nominal_volume,4000,20,complete,11.870526864608822,12.000045836964969,12.00701104508997,11.87749207273382,12.000045836964972,0.13648418048114702,"[400.0, 400.0, 400.0]","[266664.1, 0.0, 266663.9, 0.0]","[5.971093438745968, 0.0, 5.971094127392175, 0.0]",0.0
gpt-oss-20b,coding,8,400,300,kv_only,1.0,nominal_volume,4000,20,complete,3.0614414481964993,5.735791115337275,9.000459074266592,3.093316767980767,8.995808270980907,0.06558542655003537,"[400.0, 400.0, 400.0]","[0.0, 39075.1, 0.0, 39075.6]","[0.0, 3.097574200849277, 0.0, 3.097573544634459]",455177.3
gpt-oss-20b,coding,8,400,300,replay_only,1.0,nominal_volume,4000,20,complete,11.870526864608822,12.000045836964969,12.00701104508997,11.87749207273382,12.000045836964972,0.13648418048114702,"[400.0, 400.0, 400.0]","[266664.1, 0.0, 266663.9, 0.0]","[5.971093438745968, 0.0, 5.971094127392175, 0.0]",0.0
gpt-oss-20b,coding,8,400,300,isolated_fastest,1.0,nominal_volume,4000,20,complete,3.0614414481964993,5.735791115337275,9.000459074266592,3.093316767980767,8.995808270980907,0.06558542655003537,"[400.0, 400.0, 400.0]","[0.0, 39075.1, 0.0, 39075.6]","[0.0, 3.097574200849277, 0.0, 3.097573544634459]",455177.3
gpt-oss-20b,coding,8,400,600,lp_bound,1.0,nominal_volume,4000,20,complete,11.87052686460882,12.00004583696497,12.007011045089971,11.877492072733824,12.000045836964972,0.13648418048114702,"[400.0, 400.0, 400.0]",,,
gpt-oss-20b,coding,8,400,600,lp_plan,1.0,nominal_volume,4000,20,complete,11.870526864608822,12.000045836964969,12.00701104508997,11.877492072733823,12.000045836964974,0.13648418048114702,"[400.0, 400.0, 400.0]","[260870.45, 13332.8, 236270.15, 22854.6]","[5.801887512678214, 0.17116737819666586, 5.588534763415287, 0.38059791184798397]",0.0
gpt-oss-20b,coding,8,400,600,greedy,1.0,nominal_volume,4000,20,complete,11.870526864608822,12.000045836964969,12.00701104508997,11.87749207273382,12.000045836964972,0.13648418048114702,"[400.0, 400.0, 400.0]","[266664.5, 0.0, 266663.5, 0.0]","[5.971093472562598, 0.0, 5.971094093575548, 0.0]",0.0
gpt-oss-20b,coding,8,400,600,kv_only,1.0,nominal_volume,4000,20,complete,4.88733020142333,8.114381624482375,10.74374890553985,4.937950823719321,10.642502758285646,0.09263507595322375,"[400.0, 400.0, 400.0]","[0.0, 63446.0, 0.0, 63445.95]","[0.0, 4.060338462652623, 0.0, 4.060321523600592]",406436.05
gpt-oss-20b,coding,8,400,600,replay_only,1.0,nominal_volume,4000,20,complete,11.870526864608822,12.000045836964969,12.00701104508997,11.87749207273382,12.000045836964972,0.13648418048114702,"[400.0, 400.0, 400.0]","[266664.5, 0.0, 266663.5, 0.0]","[5.971093472562598, 0.0, 5.971094093575548, 0.0]",0.0
gpt-oss-20b,coding,8,400,600,isolated_fastest,1.0,nominal_volume,4000,20,complete,4.88733020142333,8.114381624482375,10.74374890553985,4.937950823719321,10.642502758285646,0.09263507595322375,"[400.0, 400.0, 400.0]","[0.0, 63446.0, 0.0, 63445.95]","[0.0, 4.060338462652623, 0.0, 4.060321523600592]",406436.05
gpt-oss-20b,coding,8,400,1800,lp_bound,1.0,nominal_volume,4000,20,complete,11.87052686460882,12.00004583696497,12.007011045089971,11.877492072733823,12.000045836964972,0.13648418048114702,"[400.0, 400.0, 400.0]",,,
gpt-oss-20b,coding,8,400,1800,lp_plan,1.0,nominal_volume,4000,20,complete,11.870526864608822,12.000045836964969,12.007011045089973,11.877492072733823,12.000045836964974,0.13648418048114702,"[400.0, 400.0, 400.0]","[216165.35, 65610.75, 202922.55, 48629.35]","[4.49485596381732, 1.4783197479313777, 5.078087153628237, 0.8909247007612154]",0.0
gpt-oss-20b,coding,8,400,1800,greedy,1.0,nominal_volume,4000,20,complete,11.870526864608822,12.000045836964967,12.00701104508997,11.87749207273382,12.000045836964972,0.13648418048114702,"[400.0, 400.0, 400.0]","[266665.4, 0.0, 266662.6, 0.0]","[5.971093872000566, 0.0, 5.971093694137578, 0.0]",0.0
gpt-oss-20b,coding,8,400,1800,kv_only,1.0,nominal_volume,4000,20,complete,10.017759384082765,11.1947116048751,11.731528657886956,10.121529879701606,11.732937472366777,0.12778414762808663,"[400.0, 400.0, 400.0]","[0.0, 146843.25, 0.0, 146843.15]","[0.0, 5.504890628942549, 0.0, 5.504896867459163]",239641.6
gpt-oss-20b,coding,8,400,1800,replay_only,1.0,nominal_volume,4000,20,complete,11.870526864608822,12.000045836964967,12.00701104508997,11.87749207273382,12.000045836964972,0.13648418048114702,"[400.0, 400.0, 400.0]","[266665.4, 0.0, 266662.6, 0.0]","[5.971093872000566, 0.0, 5.971093694137578, 0.0]",0.0
gpt-oss-20b,coding,8,400,1800,isolated_fastest,1.0,nominal_volume,4000,20,complete,10.017759384082765,11.1947116048751,11.731528657886956,10.121529879701606,11.732937472366777,0.12778414762808663,"[400.0, 400.0, 400.0]","[0.0, 146843.25, 0.0, 146843.15]","[0.0, 5.504890628942549, 0.0, 5.504896867459163]",239641.6
gpt-oss-20b,coding,8,400,3600,lp_bound,1.0,nominal_volume,4000,20,complete,11.87052686460882,12.00004583696497,12.007011045089971,11.877492072733821,12.000045836964976,0.13648418048114888,"[400.0, 400.0, 400.0]",,,
gpt-oss-20b,coding,8,400,3600,lp_plan,1.0,nominal_volume,4000,20,complete,11.870526864608822,12.000045836964969,12.00701104508997,11.87749207273382,12.000045836964972,0.13648418048114702,"[400.0, 400.0, 400.0]","[137673.95, 139513.35, 114020.05, 142120.65]","[2.5594143169326866, 3.411296492914828, 2.9897750221558317, 2.9817017341347998]",0.0
gpt-oss-20b,coding,8,400,3600,greedy,1.0,nominal_volume,4000,20,complete,11.870526864608822,12.000045836964969,12.00701104508997,11.87749207273382,12.000045836964972,0.13648418048114702,"[400.0, 400.0, 400.0]","[266665.25, 0.0, 266662.75, 0.0]","[5.971093740095003, 0.0, 5.971093826043147, 0.0]",0.0
gpt-oss-20b,coding,8,400,3600,kv_only,1.0,nominal_volume,4000,20,complete,11.743095950335826,11.87749207273382,12.00701104508997,11.7765088268684,12.000045836964972,0.13636115867558773,"[400.0, 400.0, 400.0]","[0.0, 251000.6, 0.0, 251001.3]","[0.0, 5.945910102138857, 0.0, 5.9459093325501495]",31326.1
gpt-oss-20b,coding,8,400,3600,replay_only,1.0,nominal_volume,4000,20,complete,11.870526864608822,12.000045836964969,12.00701104508997,11.87749207273382,12.000045836964972,0.13648418048114702,"[400.0, 400.0, 400.0]","[266665.25, 0.0, 266662.75, 0.0]","[5.971093740095003, 0.0, 5.971093826043147, 0.0]",0.0
gpt-oss-20b,coding,8,400,3600,isolated_fastest,1.0,nominal_volume,4000,20,complete,11.743095950335826,11.87749207273382,12.00701104508997,11.7765088268684,12.000045836964972,0.13636115867558773,"[400.0, 400.0, 400.0]","[0.0, 251000.6, 0.0, 251001.3]","[0.0, 5.945910102138857, 0.0, 5.9459093325501495]",31326.1
gpt-oss-20b,coding,4,reference,1,lp_bound,1.0,nominal_volume,4000,20,complete,1.819777957603089,5.429513692457376,9.35609425821301,1.8387770509170611,9.351244520073568,0.06207776370572438,"[2.280176174037911, 8.73331359588583, 11.01348976992374]",,,
gpt-oss-20b,coding,4,reference,1,lp_plan,1.0,nominal_volume,4000,20,complete,1.8196981338327247,5.429369011079984,9.355678390629226,1.8386963807320813,9.350828862088862,0.062076105936999436,"[2.280176174037911, 8.73331359588583, 11.01348976992374]","[25466.85, 0.0, 49264.6, 1.7]","[3.4965953468888413, 0.0, 2.306437873155754, 0.0002808418417713775]",191930.85
gpt-oss-20b,coding,4,reference,1,greedy,1.0,nominal_volume,4000,20,complete,1.8012351672583615,5.388163189114778,8.936587771454844,1.8200320197772908,8.931959864166247,0.061602701192413456,"[2.280176174037911, 8.73331359588583, 11.01348976992374]","[20716.15, 0.0, 41351.55, 2.1]","[1.9300892843847466, 0.0, 3.6186760048330964, 5.383985676587044e-05]",204594.2
gpt-oss-20b,coding,4,reference,1,kv_only,1.0,nominal_volume,4000,20,complete,0.0010720312836523178,0.0021051980081662268,0.0037032843725802967,0.0010833097701271643,0.0036692742444221216,2.4069386405400565e-05,"[2.280176174037911, 8.73331359588583, 11.01348976992374]","[0.0, 2.75, 0.0, 10.85]","[0.0, 0.00046099441592475297, 0.0, 0.0018886854318092537]",266650.4
gpt-oss-20b,coding,4,reference,1,replay_only,1.0,nominal_volume,4000,20,complete,1.8012156037725375,5.388160037565772,8.936574505825657,1.8200123670723127,8.931946604709571,0.061602664956735914,"[2.280176174037911, 8.73331359588583, 11.01348976992374]","[20712.6, 0.0, 41356.7, 0.0]","[1.9303528792184006, 0.0, 3.6184705262131627, 0.0]",204594.7
gpt-oss-20b,coding,4,reference,1,isolated_fastest,1.0,nominal_volume,4000,20,complete,0.0010720312836523178,0.0021051980081662268,0.0037032843725802967,0.0010833097701271643,0.0036692742444221216,2.4069386405400565e-05,"[2.280176174037911, 8.73331359588583, 11.01348976992374]","[0.0, 2.75, 0.0, 10.85]","[0.0, 0.00046099441592475297, 0.0, 0.0018886854318092537]",266650.4
gpt-oss-20b,coding,4,reference,3,lp_bound,1.0,nominal_volume,4000,20,complete,6.818584782779725,9.37670729194006,10.853194584938082,6.889596422646985,10.748023099702634,0.10717491104710196,"[2.280176174037911, 8.73331359588583, 11.01348976992374]",,,
gpt-oss-20b,coding,4,reference,3,lp_plan,1.0,nominal_volume,4000,20,complete,6.818482449416302,9.376600618900612,10.852543680031198,6.889493044537257,10.747378706778811,0.10717395341186597,"[2.280176174037911, 8.73331359588583, 11.01348976992374]","[42443.15, 0.1, 55561.75, 4.7]","[4.747364484419352, 4.709348119622226e-06, 4.4129510255104325, 0.0004644076975435627]",168654.3
gpt-oss-20b,coding,4,reference,3,greedy,1.0,nominal_volume,4000,20,complete,6.663942368253408,9.222864020426943,10.83740689325181,6.7334608699700595,10.732405541848074,0.10527524112666119,"[2.280176174037911, 8.73331359588583, 11.01348976992374]","[41854.0, 0.0, 45908.6, 2.05]","[3.9832773222941893, 0.0, 4.970508543637568, 8.642164735671127e-06]",178899.35
gpt-oss-20b,coding,4,reference,3,kv_only,1.0,nominal_volume,4000,20,complete,0.0038487198250214943,0.0066186945479046605,0.011366229958111287,0.003889405546046588,0.011261681425583304,7.569312892414337e-05,"[2.280176174037911, 8.73331359588583, 11.01348976992374]","[0.0, 8.3, 0.0, 32.1]","[0.0, 0.0014558901934511642, 0.0, 0.0058182140696220646]",266623.6
gpt-oss-20b,coding,4,reference,3,replay_only,1.0,nominal_volume,4000,20,complete,6.6570671007158175,9.222862853390321,10.837405158303653,6.726510591549113,10.732403819251877,0.1056116732627377,"[2.280176174037911, 8.73331359588583, 11.01348976992374]","[41230.65, 0.0, 46933.1, 0.0]","[3.9832458265035973, 0.0, 4.976618981608219, 0.0]",178500.25
gpt-oss-20b,coding,4,reference,3,isolated_fastest,1.0,nominal_volume,4000,20,complete,0.0038487198250214943,0.0066186945479046605,0.011366229958111287,0.003889405546046588,0.011261681425583304,7.569312892414337e-05,"[2.280176174037911, 8.73331359588583, 11.01348976992374]","[0.0, 8.3, 0.0, 32.1]","[0.0, 0.0014558901934511642, 0.0, 0.0058182140696220646]",266623.6
gpt-oss-20b,coding,4,reference,10,lp_bound,1.0,nominal_volume,4000,20,complete,10.462099511834364,11.213550496343093,11.688659137922757,10.570312229248017,11.693625273691293,0.12756885620906205,"[2.280176174037911, 8.73331359588583, 11.01348976992374]",,,
gpt-oss-20b,coding,4,reference,10,lp_plan,1.0,nominal_volume,4000,20,complete,10.461927972209988,11.21351370833476,11.688621421461743,10.57013885437323,11.693561907251084,0.1275681621480966,"[2.280176174037911, 8.73331359588583, 11.01348976992374]","[84197.1, 1.8, 73890.05, 14.05]","[5.6468425016931425, 7.39469705450151e-05, 5.456200627776277, 0.0007795145137664232]",108561.0
gpt-oss-20b,coding,4,reference,10,greedy,1.0,nominal_volume,4000,20,complete,10.460937069966977,11.213090198270503,11.687730003307708,10.569137405984675,11.692736898057387,0.1275651164037129,"[2.280176174037911, 8.73331359588583, 11.01348976992374]","[77513.4, 2.05, 76810.8, 1.7]","[5.235117417010475, 1.7919477894980945e-05, 5.866474615297088, 1.0674271472795071e-05]",112336.05
gpt-oss-20b,coding,4,reference,10,kv_only,1.0,nominal_volume,4000,20,complete,0.013079029315150807,0.022412361011971898,0.03832612878839444,0.013217262405875669,0.037973561161004414,0.00025633141312910086,"[2.280176174037911, 8.73331359588583, 11.01348976992374]","[0.0, 28.3, 0.0, 107.55]","[0.0, 0.005027369207970402, 0.0, 0.019561657546911256]",266528.15
gpt-oss-20b,coding,4,reference,10,replay_only,1.0,nominal_volume,4000,20,complete,10.460904000612128,11.21306035536035,11.6877232536258,10.56910399554599,11.692729987449539,0.1275648413368147,"[2.280176174037911, 8.73331359588583, 11.01348976992374]","[77514.7, 0.0, 76811.35, 0.0]","[5.2351215741286685, 0.0, 5.8664765069476665, 0.0]",112337.95
gpt-oss-20b,coding,4,reference,10,isolated_fastest,1.0,nominal_volume,4000,20,complete,0.013079029315150807,0.022412361011971898,0.03832612878839444,0.013217262405875669,0.037973561161004414,0.00025633141312910086,"[2.280176174037911, 8.73331359588583, 11.01348976992374]","[0.0, 28.3, 0.0, 107.55]","[0.0, 0.005027369207970402, 0.0, 0.019561657546911256]",266528.15
gpt-oss-20b,coding,4,reference,30,lp_bound,1.0,nominal_volume,4000,20,complete,11.831280111649981,11.953357053859392,12.007011045089975,11.877315896313574,12.000045836964976,0.13648418048114702,"[2.280176174037911, 8.73331359588583, 11.01348976992374]",,,
gpt-oss-20b,coding,4,reference,30,lp_plan,1.0,nominal_volume,4000,20,complete,11.831087620824716,11.953162576884605,12.00701104508997,11.877305544511024,12.000045836964974,0.13648418048114702,"[2.280176174037911, 8.73331359588583, 11.01348976992374]","[135377.85, 6.4, 127107.05, 41.0]","[5.990621436827972, 0.00019658080045291496, 5.939041501200851, 0.001267472272769426]",4131.7
gpt-oss-20b,coding,4,reference,30,greedy,1.0,nominal_volume,4000,20,complete,11.831065737206508,11.953140467467904,12.00701104508997,11.877313127297137,12.000045836964972,0.13648418048114702,"[2.280176174037911, 8.73331359588583, 11.01348976992374]","[130251.3, 1.0, 132255.2, 0.5]","[5.641443622672698, 2.8065516780389057e-06, 6.289670682686001, 1.1153011483495716e-06]",4156.0
gpt-oss-20b,coding,4,reference,30,kv_only,1.0,nominal_volume,4000,20,complete,0.039341954681480266,0.06747485882449648,0.11500118808666225,0.03975774584960395,0.11394373399341023,0.0007717085004024266,"[2.280176174037911, 8.73331359588583, 11.01348976992374]","[0.0, 84.35, 0.0, 323.15]","[0.0, 0.015309966655243168, 0.0, 0.05884685144426444]",266256.5
gpt-oss-20b,coding,4,reference,30,replay_only,1.0,nominal_volume,4000,20,complete,11.831050663382882,11.953125238110282,12.00701104508997,11.877312648833403,12.000045836964972,0.13648418048114702,"[2.280176174037911, 8.73331359588583, 11.01348976992374]","[130251.3, 0.0, 132255.2, 0.0]","[5.641443622672698, 0.0, 6.289670682686001, 0.0]",4157.5
gpt-oss-20b,coding,4,reference,30,isolated_fastest,1.0,nominal_volume,4000,20,complete,0.039341954681480266,0.06747485882449648,0.11500118808666225,0.03975774584960395,0.11394373399341023,0.0007717085004024266,"[2.280176174037911, 8.73331359588583, 11.01348976992374]","[0.0, 84.35, 0.0, 323.15]","[0.0, 0.015309966655243168, 0.0, 0.05884685144426444]",266256.5
gpt-oss-20b,coding,4,reference,60,lp_bound,1.0,nominal_volume,4000,20,complete,11.87052686460882,12.00004583696497,12.007011045089975,11.877492072733823,12.000045836964976,0.13648418048114888,"[2.280176174037911, 8.73331359588583, 11.01348976992374]",,,
gpt-oss-20b,coding,4,reference,60,lp_plan,1.0,nominal_volume,4000,20,complete,11.870526864608822,12.000045836964969,12.007011045089973,11.87749207273382,12.000045836964974,0.13648418048114702,"[2.280176174037911, 8.73331359588583, 11.01348976992374]","[138145.75, 16.15, 128422.55, 79.55]","[5.966212677292176, 0.0005018650476798229, 5.973015866568314, 0.0024571572299785654]",0.0
gpt-oss-20b,coding,4,reference,60,greedy,1.0,nominal_volume,4000,20,complete,11.870526864608818,12.000045836964969,12.00701104508997,11.877492072733823,12.000045836964972,0.13648418048114702,"[2.280176174037911, 8.73331359588583, 11.01348976992374]","[79273.55, 0.0, 187390.45, 0.0]","[5.611356932066792, 0.0, 6.330830634071352, 0.0]",0.0
gpt-oss-20b,coding,4,reference,60,kv_only,1.0,nominal_volume,4000,20,complete,0.07873634273097445,0.13507564575433514,0.2302587530136949,0.07956847101519633,0.2281413266791374,0.0015448494643783052,"[2.280176174037911, 8.73331359588583, 11.01348976992374]","[0.0, 168.75, 0.0, 646.25]","[0.0, 0.030651210858640796, 0.0, 0.1178259586071915]",265849.0
gpt-oss-20b,coding,4,reference,60,replay_only,1.0,nominal_volume,4000,20,complete,11.870526864608818,12.000045836964969,12.00701104508997,11.877492072733823,12.000045836964972,0.13648418048114702,"[2.280176174037911, 8.73331359588583, 11.01348976992374]","[79273.55, 0.0, 187390.45, 0.0]","[5.611356932066792, 0.0, 6.330830634071352, 0.0]",0.0
gpt-oss-20b,coding,4,reference,60,isolated_fastest,1.0,nominal_volume,4000,20,complete,0.07873634273097445,0.13507564575433514,0.2302587530136949,0.07956847101519633,0.2281413266791374,0.0015448494643783052,"[2.280176174037911, 8.73331359588583, 11.01348976992374]","[0.0, 168.75, 0.0, 646.25]","[0.0, 0.030651210858640796, 0.0, 0.1178259586071915]",265849.0
gpt-oss-20b,coding,4,reference,120,lp_bound,1.0,nominal_volume,4000,20,complete,11.870526864608822,12.00004583696497,12.007011045089971,11.877492072733821,12.000045836964976,0.13648418048114797,"[2.280176174037911, 8.73331359588583, 11.01348976992374]",,,
gpt-oss-20b,coding,4,reference,120,lp_plan,1.0,nominal_volume,4000,20,complete,11.870526864608818,12.000045836964969,12.007011045089973,11.877492072733824,12.000045836964974,0.13648418048114702,"[2.280176174037911, 8.73331359588583, 11.01348976992374]","[140866.95, 36.0, 125604.95, 156.1]","[5.965129457687416, 0.0011110562676612732, 5.971126804775549, 0.004820247407515618]",0.0
gpt-oss-20b,coding,4,reference,120,greedy,1.0,nominal_volume,4000,20,complete,11.870526864608822,12.000045836964972,12.00701104508997,11.877492072733823,12.000045836964974,0.13648418048114702,"[2.280176174037911, 8.73331359588583, 11.01348976992374]","[89712.55, 0.0, 176951.45, 0.0]","[5.769845574663528, 0.0, 6.172341991474618, 0.0]",0.0
gpt-oss-20b,coding,4,reference,120,kv_only,1.0,nominal_volume,4000,20,complete,0.1575752764322161,0.27048863780529075,0.4605403077488687,0.15924062621676957,0.4563057038686718,0.0030935554320660596,"[2.280176174037911, 8.73331359588583, 11.01348976992374]","[0.0, 337.65, 0.0, 1292.75]","[0.0, 0.06143870567543954, 0.0, 0.23574830971794092]",265033.6
gpt-oss-20b,coding,4,reference,120,replay_only,1.0,nominal_volume,4000,20,complete,11.870526864608822,12.000045836964972,12.00701104508997,11.877492072733823,12.000045836964974,0.13648418048114702,"[2.280176174037911, 8.73331359588583, 11.01348976992374]","[89712.55, 0.0, 176951.45, 0.0]","[5.769845574663528, 0.0, 6.172341991474618, 0.0]",0.0
gpt-oss-20b,coding,4,reference,120,isolated_fastest,1.0,nominal_volume,4000,20,complete,0.1575752764322161,0.27048863780529075,0.4605403077488687,0.15924062621676957,0.4563057038686718,0.0030935554320660596,"[2.280176174037911, 8.73331359588583, 11.01348976992374]","[0.0, 337.65, 0.0, 1292.75]","[0.0, 0.06143870567543954, 0.0, 0.23574830971794092]",265033.6
gpt-oss-20b,coding,4,reference,300,lp_bound,1.0,nominal_volume,4000,20,complete,11.870526864608818,12.000045836964969,12.007011045089971,11.877492072733821,12.000045836964976,0.13648418048114702,"[2.280176174037911, 8.73331359588583, 11.01348976992374]",,,
gpt-oss-20b,coding,4,reference,300,lp_plan,1.0,nominal_volume,4000,20,complete,11.870526864608822,12.000045836964969,12.007011045089973,11.877492072733823,12.000045836964974,0.13648418048114888,"[2.280176174037911, 8.73331359588583, 11.01348976992374]","[138728.4, 96.35, 127453.3, 385.95]","[5.968268044175717, 0.002971315342348308, 5.959025938504906, 0.011922268115171223]",0.0
gpt-oss-20b,coding,4,reference,300,greedy,1.0,nominal_volume,4000,20,complete,11.870526864608822,12.000045836964969,12.00701104508997,11.87749207273382,12.000045836964972,0.13648418048114702,"[2.280176174037911, 8.73331359588583, 11.01348976992374]","[107875.9, 0.0, 158788.1, 0.0]","[5.8920812783750165, 0.0, 6.050106287763129, 0.0]",0.0
